feature,family,n_finite,min,p00_5,median,p99_5,max,robust_scale,max_robust_z,n_extreme,pct_extreme,verdict,policy
time_hjorth_activity,time,7536,0.9999999724815226,0.9999999893327288,0.9999999999850493,1.0000000106087763,1.0000000300753258,1.521695158079872e-09,19.774181663736908,17,0.225584,heavy_tail,scale_only
time_hjorth_mobility,time,7536,0.07768234042591995,0.09629345404328096,0.30207081924673174,0.962321293480568,1.3120646573667152,0.20766457467649305,4.863582725620805,0,0.0,ok,none
time_hjorth_complexity,time,7536,1.003209434396021,1.043791596549411,1.6370052616091466,3.39591440259266,5.762883857107065,0.34633055406363344,11.913123306873597,3,0.039809,heavy_tail,scale_only
time_autocorr_peak_value,time,7536,0.027925849022542266,0.03998904976394141,0.18051107415342063,0.8308612744772921,0.9679931719108786,0.1250478420721302,6.297446518934904,0,0.0,ok,none
time_autocorr_peak_lag,time,7536,0.002,0.0028375000000000023,0.029,1.8521374999999993,1.9975,0.013343399999999995,147.52611778107536,1320,17.515924,heavy_tail,scale_only
time_duration,time,7536,0.7635,1.5604,20.304,62.66341249999987,121.9985,12.572448,8.088679308914223,0,0.0,ok,none
freq_centroid_mean,frequency,7536,40.465128214261995,44.17750894120014,121.30894310992014,230.59741881779797,394.08921667362796,50.07269751326833,5.447684808501203,0,0.0,ok,none
freq_centroid_std,frequency,7536,5.2331115740991425,7.359949323724585,25.022879415281125,61.02754463944668,116.80796158822469,10.865894888413024,8.4470798876234,0,0.0,ok,none
freq_bandwidth_mean,frequency,7536,35.57014505900186,45.44601234442578,91.15000558708579,120.53399698525821,138.31294264021918,22.731265762711256,2.445084277676171,0,0.0,ok,none
freq_bandwidth_std,frequency,7536,3.230816858016798,5.987865557625375,13.718227714711961,28.941323035126967,36.7741151342937,3.784393844079277,6.092359402722556,0,0.0,ok,none
freq_rolloff85_mean,frequency,7536,53.64912974683544,61.84109582817538,215.01001602564102,347.75184308978845,429.52244718309856,94.08244772723441,2.2800473025465493,0,0.0,ok,none
freq_rolloff85_std,frequency,7536,1.5286580094024875,14.22232548037576,43.951863982463195,87.13294237460197,160.49019380619433,14.63087965229829,7.965230566668267,0,0.0,ok,none
freq_rolloff95_mean,frequency,7536,100.9672619047619,122.8573927238806,313.42075892857144,409.2284340294701,487.1754365808824,82.35284761255515,2.5797953948518937,0,0.0,ok,none
freq_rolloff95_std,frequency,7536,7.716843792308046,15.370472818108512,42.1195020006963,101.48563240072224,191.91080916452879,14.500976992436986,10.32973897151595,1,0.01327,heavy_tail,scale_only
freq_flatness_mean,frequency,7536,6.810600045717397e-07,2.4025941816737144e-06,6.0806876556739005e-05,0.0014415251171995902,0.0031269772512815285,6.59658297667968e-05,46.48119163458342,190,2.521231,heavy_tail,scale_only
freq_flatness_std,frequency,7536,1.841702167947042e-06,1.1898436378775503e-05,0.0004446689108857212,0.011027018029744231,0.02425518405339357,0.0005138128658171973,46.340830926135425,227,3.012208,heavy_tail,scale_only
freq_flux_mean,frequency,7536,0.05040726071435578,0.06835389510804714,0.10344701155962704,0.18098972678164593,0.21698473648914396,0.02378613021975882,4.77327433594905,0,0.0,ok,none
freq_flux_std,frequency,7536,0.004970253028667501,0.012114671525042224,0.026596321714031146,0.09138753019470841,0.14925087761778943,0.008719277394655335,14.06705514139761,11,0.145966,heavy_tail,scale_only
freq_spectral_entropy,frequency,7536,0.31160857904998635,0.3650433329848852,0.6319962030978887,0.8285746876582343,0.8468966485430106,0.16008234102394078,2.001392670788013,0,0.0,ok,none
freq_dominant,frequency,7536,0.0,19.53125,42.96875,371.09375,484.375,23.165625,19.054363955213816,284,3.768577,heavy_tail,scale_only
freq_peak_power,frequency,7536,0.00045713817218551064,0.0029600423972241116,0.01965297306079855,0.07622136924810369,0.12759648116059952,0.016207471662799695,6.660107779028793,0,0.0,ok,none
freq_total_power,frequency,7536,0.02811050220168396,0.3828552387895468,0.9843327430102069,1.1825637119666685,1.358498060525803,0.05154662036635844,18.550629197653375,90,1.194268,heavy_tail,scale_only
freq_band_power_20_50,frequency,7536,4.1155092636550507e-07,0.0017861756445559647,0.29180449764895555,0.9026264608085389,0.9468312838700315,0.2925753262938971,2.2388312593492246,0,0.0,ok,none
freq_band_power_50_100,frequency,7536,7.080479940681303e-07,0.009184699430676927,0.28609462336337327,0.7819915172837086,0.9009897376515674,0.1745973893642768,3.521788707878606,0,0.0,ok,none
freq_band_power_100_150,frequency,7536,1.756136542737225e-06,0.0012513664298904278,0.10062096485039294,0.4411689087179424,0.6407605162184118,0.09401763974520504,5.745087335013282,0,0.0,ok,none
freq_band_power_150_250,frequency,7536,3.2034297140356616e-05,0.00032970581295414813,0.05576107369138249,0.5674806646919516,0.942516215651053,0.07739251550150575,11.457892746003557,3,0.039809,heavy_tail,scale_only
freq_band_power_250_350,frequency,7536,1.2579443158707263e-05,3.117817934039922e-05,0.014617921986027101,0.740570225506162,0.9654329950134068,0.021430460334555743,44.36745912985496,539,7.152335,heavy_tail,scale_only
freq_band_power_350_400,frequency,7536,6.317149162172244e-07,2.32272626714119e-06,0.0020351146766823475,0.33571801199708606,0.7334636143874597,0.0029998468580794387,243.82194635730582,1036,13.747346,heavy_tail,scale_only
mfcc_01_mean,mfcc,7536,-248.62950730478602,-86.06642218861538,38.1087717506139,101.86703563040035,125.30799946410782,44.735575932054445,6.409625294439161,0,0.0,ok,none
mfcc_02_mean,mfcc,7536,-140.52967244384897,-6.664014137594434,50.366550533371765,103.73560890703092,116.07808553141648,29.771747970266375,6.41199244222652,0,0.0,ok,none
mfcc_03_mean,mfcc,7536,-53.49783278135494,-28.1077400156883,5.414298303844825,28.183065750847934,67.46063093806217,8.813465717444544,7.03994712447893,0,0.0,ok,none
mfcc_04_mean,mfcc,7536,-32.91175884356588,-10.59378530064582,7.233270221851344,23.997810880625032,33.58541764728767,5.309801617750596,7.560551590329274,0,0.0,ok,none
mfcc_05_mean,mfcc,7536,-17.626669547997835,-11.833691038298761,-0.7648657687192126,14.15776743892537,19.50931727460545,4.121580921177736,4.919030690177823,0,0.0,ok,none
mfcc_06_mean,mfcc,7536,-13.318894066235037,-7.281704488320332,2.3218210733387723,13.838979304735428,28.194849609502302,3.304066911436739,7.830661191093407,0,0.0,ok,none
mfcc_07_mean,mfcc,7536,-11.85498167376424,-8.168522659344479,-1.1351375626368037,7.660498930179648,17.840076176049966,2.5874764346702896,7.333482726425176,0,0.0,ok,none
mfcc_08_mean,mfcc,7536,-9.145446488649382,-5.113409182568746,0.9583019063872559,7.6082684502577465,12.550274149624423,2.1074321427001883,5.500519807192808,0,0.0,ok,none
mfcc_09_mean,mfcc,7536,-21.48400855936438,-5.227425144752833,-0.5382051628822733,5.439334176049787,12.687484635730709,1.7965772809589957,11.658726634515514,1,0.01327,heavy_tail,scale_only
mfcc_10_mean,mfcc,7536,-6.004514241933824,-3.867208297408255,0.7068339787935829,6.161315619808102,8.75506004550335,1.6396272264471303,4.908570641480064,0,0.0,ok,none
mfcc_11_mean,mfcc,7536,-6.538540251428859,-4.379002524296594,-0.32937644338399924,4.764176468666592,12.07894204828601,1.3929433482777895,8.907985028257922,0,0.0,ok,none
mfcc_12_mean,mfcc,7536,-5.987253223046957,-3.4173341437830382,0.3936980345014355,5.152028864026308,9.425668990602453,1.2860023668995184,7.023292638159452,0,0.0,ok,none
mfcc_13_mean,mfcc,7536,-9.988838270121892,-6.228426252811328,-0.4153609891401319,3.9945329589712224,5.789605843060027,1.170821412115478,8.176718654029475,0,0.0,ok,none
mfcc_01_std,mfcc,7536,3.920186042952714,6.543555416174571,38.31984770552441,178.32882064713553,292.62308311638486,11.605798475071868,21.911739718476,50,0.663482,heavy_tail,scale_only
mfcc_02_std,mfcc,7536,3.4395961269965447,5.130958941239264,16.102501933687208,29.28441169761665,60.757933087972475,3.859943246438788,11.568934645732083,1,0.01327,heavy_tail,scale_only
mfcc_03_std,mfcc,7536,3.0807603303588627,4.618154860019597,9.47623116585962,17.940772542930464,25.504166295997898,1.9024827901538894,8.424746448740175,0,0.0,ok,none
mfcc_04_std,mfcc,7536,2.37055658163714,4.134677398002344,6.6325812162152955,12.996401246907876,20.161430025265886,1.2380693324763477,10.927375756889647,4,0.053079,heavy_tail,scale_only
mfcc_05_std,mfcc,7536,2.9357031286818573,3.937833834253302,5.714205588758059,10.911653242615724,18.375376448887785,0.9606551946091961,13.17972455796735,4,0.053079,heavy_tail,scale_only
mfcc_06_std,mfcc,7536,2.491360970189323,3.5855020871423053,5.048096412794627,9.044568302582482,14.001797022764435,0.7403454544389305,12.093949596483109,4,0.053079,heavy_tail,scale_only
mfcc_07_std,mfcc,7536,1.815296296597476,3.2383998848336835,4.655513449846416,8.185206063677128,11.477502113720753,0.6168197875851783,11.059938090803014,1,0.01327,heavy_tail,scale_only
mfcc_08_std,mfcc,7536,2.079001398929943,3.114271551723102,4.365129046226573,7.497099982908563,10.014613094105359,0.5390943682652303,10.479582760358726,1,0.01327,heavy_tail,scale_only
mfcc_09_std,mfcc,7536,1.6849022429738025,2.8615267633935058,4.158194671144797,7.162566468168584,9.804316384115861,0.49222996573652406,11.470495715397513,2,0.026539,heavy_tail,scale_only
mfcc_10_std,mfcc,7536,1.8003524055275675,2.8380256588737343,3.975152618722925,6.581087734949842,9.020682566703346,0.4635936388567779,10.883518506471962,1,0.01327,heavy_tail,scale_only
mfcc_11_std,mfcc,7536,1.344465687357773,2.669262209811856,3.808235243826342,6.263663414205458,8.065856746025771,0.419363630854374,10.152576878269896,1,0.01327,heavy_tail,scale_only
mfcc_12_std,mfcc,7536,1.7350365586292262,2.5995722241225123,3.6779653237737016,6.0031433595348425,7.568268864531776,0.3900708024273709,9.973326679538975,0,0.0,ok,none
mfcc_13_std,mfcc,7536,1.677542089495487,2.488927473130906,3.5568915428517043,5.4007264014801155,7.827111468118361,0.3776248134446664,11.308102045292038,2,0.026539,heavy_tail,scale_only
mfcc_01_delta_mean,mfcc,7536,-9.405857820684842,-2.138068197428358,0.10999376867098531,3.179097496150694,8.785476733965597,0.3205691410969003,29.68424083739057,55,0.72983,heavy_tail,scale_only
mfcc_02_delta_mean,mfcc,7536,-6.743717852890713,-0.9161376546963985,-0.015489385867464858,0.9793959213254504,3.1477435724111005,0.12400173297849816,54.25914868617134,45,0.597134,heavy_tail,scale_only
mfcc_03_delta_mean,mfcc,7536,-2.2102563756170146,-0.5913667066470887,-0.02385602291725781,0.5061845908138825,1.2464521471838406,0.07942000023253046,27.52959388439043,29,0.38482,heavy_tail,scale_only
mfcc_04_delta_mean,mfcc,7536,-2.4748830507875885,-0.39792683084387753,-0.009879277232426428,0.4054158200101977,4.2019746314739015,0.049627911878682894,84.86865050865623,38,0.504246,heavy_tail,scale_only
mfcc_05_delta_mean,mfcc,7536,-1.9264385132327515,-0.34790447868274765,-0.007669981326324558,0.3616430060898118,1.7042317687898452,0.04264212604915433,44.997018434180056,51,0.676752,heavy_tail,scale_only
mfcc_06_delta_mean,mfcc,7536,-1.2796531825404565,-0.3604171945051218,-0.002566951547650697,0.3031480416405377,1.695084141454394,0.034965728945709415,48.551857610003026,70,0.928875,heavy_tail,scale_only
mfcc_07_delta_mean,mfcc,7536,-0.9732453589077572,-0.27842403776776153,-0.0023011909623448694,0.276471174451141,1.4055599870557107,0.03314025055178676,42.48191110740262,62,0.822718,heavy_tail,scale_only
mfcc_08_delta_mean,mfcc,7536,-0.9586401158646339,-0.2724729739032531,-0.0017470883806706406,0.2804730675625549,4.525240848976819,0.029774626641838126,152.04180364083373,66,0.875796,heavy_tail,scale_only
mfcc_09_delta_mean,mfcc,7536,-1.0863753976377108,-0.25791912779138954,-0.0006222095264464653,0.22601030392855428,1.5375281747140834,0.02916450364712028,52.740495873051074,51,0.676752,heavy_tail,scale_only
mfcc_10_delta_mean,mfcc,7536,-2.4345686620900704,-0.28166000582007983,-0.00018534830069434762,0.2254550532998312,1.2434093248058018,0.02714229293054308,89.6896706560107,66,0.875796,heavy_tail,scale_only
mfcc_11_delta_mean,mfcc,7536,-1.2017292498097822,-0.25958383760587994,-0.0014070385385641193,0.2302424847971496,1.002777181763216,0.025671324416295604,46.75731535336289,76,1.008493,heavy_tail,scale_only
mfcc_12_delta_mean,mfcc,7536,-0.8568225064180094,-0.2287841307299281,-0.0002475957091034144,0.2726374364573888,0.7968704921219256,0.025320551460970467,33.82923598758286,74,0.981953,heavy_tail,scale_only
mfcc_13_delta_mean,mfcc,7536,-0.7616316318957654,-0.2512045691808383,-0.0007166176108102064,0.20322516097348575,1.156051231684758,0.02376808611765735,48.668952290449816,77,1.021762,heavy_tail,scale_only
chroma_01_mean,chroma,7536,0.007679818654494566,0.47793657473296963,0.7263258710408776,0.8465638269299229,0.9257857916692616,0.055401597276306905,12.971576411457002,4,0.053079,heavy_tail,scale_only
chroma_02_mean,chroma,7536,0.010414846135673811,0.48718952116430386,0.7503986536606511,0.859958017289182,0.9887323736299483,0.04966709316407863,14.898874896511265,6,0.079618,heavy_tail,scale_only
chroma_03_mean,chroma,7536,0.023230785380027184,0.5209666840884656,0.7673324479586066,0.8768268153323231,0.9450509292036502,0.04495459302574233,16.552294493078488,5,0.066348,heavy_tail,scale_only
chroma_04_mean,chroma,7536,0.03884676485458154,0.5475375721987492,0.7883297087108019,0.8817656513367631,0.9318932975437967,0.04376671680708237,17.124495473577273,5,0.066348,heavy_tail,scale_only
chroma_05_mean,chroma,7536,0.07288057255224202,0.6044225621616353,0.8031030479750378,0.9017321210089203,1.0,0.04838403898627022,15.092218233992591,3,0.039809,heavy_tail,scale_only
chroma_06_mean,chroma,7536,0.22503242976198246,0.6632237879718127,0.8382133394242928,0.9411322744164619,0.9984907583431566,0.04485028905052329,13.671727042195196,3,0.039809,heavy_tail,scale_only
chroma_07_mean,chroma,7536,0.28671698000020884,0.6527108765725178,0.8371395305797914,0.9588449583425975,0.990896331882417,0.04439508367436235,12.398277129443619,2,0.026539,heavy_tail,scale_only
chroma_08_mean,chroma,7536,0.21964377258861018,0.5619287343947834,0.7671694349612153,0.9376433987079972,0.9958198647533082,0.04362786018591242,12.549908706029154,3,0.039809,heavy_tail,scale_only
chroma_09_mean,chroma,7536,0.03387789582575145,0.3652998543171599,0.6660585305965827,0.8494303997851993,0.9623747193586305,0.10184722074613571,6.207146647100014,0,0.0,ok,none
chroma_10_mean,chroma,7536,0.003487072508381611,0.3585843730017876,0.6646596552818452,0.8402886871751906,0.9189129198906303,0.0978102496252185,6.759747422247584,0,0.0,ok,none
chroma_11_mean,chroma,7536,0.003585548346395975,0.40083604181081006,0.6880877014429488,0.876587288674286,0.9403442870904001,0.07924158299923921,8.63816858761043,0,0.0,ok,none
chroma_12_mean,chroma,7536,0.0054930955018517415,0.4502098396999439,0.7103589114301889,0.8712320623575357,0.9628145576483287,0.06903337574633447,10.210507719025518,3,0.039809,heavy_tail,scale_only
chroma_01_std,chroma,7536,0.010080274506112787,0.10469765639247126,0.15589761395144358,0.2540971654245238,0.3310337372631609,0.01826257697283159,9.589891041787771,0,0.0,ok,none
chroma_02_std,chroma,7536,0.013874794016282324,0.10397798041543985,0.15345987294954022,0.258082523755733,0.361127472536523,0.017494455482138016,11.87048089601949,1,0.01327,heavy_tail,scale_only
chroma_03_std,chroma,7536,0.017069146731748332,0.10068221314563701,0.1490003541745929,0.2604495149611445,0.3636511619327457,0.01734170325029635,12.37772349463336,1,0.01327,heavy_tail,scale_only
chroma_04_std,chroma,7536,0.02321723802631765,0.09891083574224549,0.14498784763313666,0.2591506157697943,0.3483793941839295,0.01783825815375972,11.401984700390972,3,0.039809,heavy_tail,scale_only
chroma_05_std,chroma,7536,0.0,0.08853282541956624,0.13744010139393414,0.26264654251511077,0.38868423721295015,0.017958201666074484,13.990495289606352,6,0.079618,heavy_tail,scale_only
chroma_06_std,chroma,7536,0.009305735322605979,0.07852535536906594,0.13393498292954487,0.2707619204396327,0.4026557091276569,0.02095218715138664,12.825426016697632,3,0.039809,heavy_tail,scale_only
chroma_07_std,chroma,7536,0.03474484151998407,0.0758140159168614,0.135636557705037,0.26776370927130483,0.3736706214529715,0.019919501935457686,11.949799975883042,7,0.092887,heavy_tail,scale_only
chroma_08_std,chroma,7536,0.01486105373061251,0.08470150928657064,0.14093620317374367,0.25293764737848273,0.33748877086200885,0.017311263787783842,11.354027649152211,5,0.066348,heavy_tail,scale_only
chroma_09_std,chroma,7536,0.008984364484378414,0.09209771060767112,0.15475373558476757,0.23626330163551815,0.284894179975316,0.01959217318095406,7.440183881290639,0,0.0,ok,none
chroma_10_std,chroma,7536,0.004542679352893272,0.09548354536579783,0.15911061304206725,0.24875906058319763,0.3248875842962791,0.019615622807586375,8.451272380201832,0,0.0,ok,none
chroma_11_std,chroma,7536,0.0055540348178123,0.10639342105125263,0.15899055228991554,0.2598665461410381,0.31507121289155865,0.019962684729606262,7.818620727409624,0,0.0,ok,none
chroma_12_std,chroma,7536,0.0073806338307103765,0.10492251087056821,0.15903188437533913,0.2549342355347174,0.31183402763680795,0.018742097454561544,8.15288382914043,0,0.0,ok,none
dwt_cA5_energy,dwt,7536,2.0723542876916428,25.28144248089415,3462.906744803273,52320.314746184704,723129.6604947912,3928.5247243165486,183.19007878337572,58,0.769639,heavy_tail,scale_only
dwt_cD5_energy,dwt,7536,1.2045154807253295,115.26276604962376,9489.283017960053,58535.61711371269,149849.75638712925,8571.934496226402,16.37442206668281,6,0.079618,heavy_tail,scale_only
dwt_cD4_energy,dwt,7536,38.15440470598514,384.9830479037464,9549.783891466395,44425.07935991598,89393.81457611834,7430.378258459842,10.745621273553024,3,0.039809,heavy_tail,scale_only
dwt_cD3_energy,dwt,7536,9.708524410479805,37.07626205090091,4553.39269292084,35234.74115188932,62771.093883309186,5832.375012275123,9.981817195886807,0,0.0,ok,none
dwt_cD2_energy,dwt,7536,0.778234216613329,2.761741199123886,683.0806236064196,36183.708499882414,59283.4665625727,988.089369048439,59.306766953074586,1066,14.145435,heavy_tail,scale_only
dwt_cD1_energy,dwt,7536,0.015419279458454026,0.06216460633126396,26.84847894846757,4013.587421471471,8366.36359412011,39.38089617156921,211.76549865293066,1735,23.022824,heavy_tail,scale_only
dwt_cA5_std,dwt,7536,0.060349117069691476,0.1980767471573669,1.690758230166209,5.402694658715587,18.676612249443593,1.0262889982202674,16.550751346582974,3,0.039809,heavy_tail,scale_only
dwt_cD5_std,dwt,7536,0.04600337909693667,0.3943591155704381,3.1724939921006907,4.715623516408127,5.093622026545061,1.039132682577888,3.008750148486845,0,0.0,ok,none
dwt_cD4_std,dwt,7536,0.18367066647638813,0.5154159293992693,2.0061223165648983,3.181109800574792,3.3954558367503154,0.5542507654540232,3.288135558271391,0,0.0,ok,none
dwt_cD3_std,dwt,7536,0.044855357275499,0.11686554077123452,1.039350356798098,2.2297166021087556,2.543597938004013,0.7199860292783605,2.0892732914743037,0,0.0,ok,none
dwt_cD2_std,dwt,7536,0.013315821938581772,0.02188710343473451,0.327305840548757,1.6934235436370346,1.8542684882789864,0.37930304559271805,4.025706266987972,0,0.0,ok,none
dwt_cD1_std,dwt,7536,0.0013880515260259187,0.002389658195827955,0.04953997523948463,0.41957428228354754,0.8971078675421164,0.06291399801503357,13.471849175760564,1,0.01327,heavy_tail,scale_only
dwt_cA5_entropy,dwt,7536,0.06297229283526709,0.9777982213243648,4.003581767467416,5.178038777347056,5.536898255972852,0.6592447660476787,5.97746038737174,0,0.0,ok,none
dwt_cD5_entropy,dwt,7536,0.20455251893103413,1.6422132820708466,3.572206384379818,4.879298823581584,5.515563218084315,0.6000572167197163,5.6122212542638215,0,0.0,ok,none
dwt_cD4_entropy,dwt,7536,0.16691253466462572,0.9774090154805198,2.9046804181460093,4.94206004704544,5.842739295753363,0.7589313681770224,3.8713103724578755,0,0.0,ok,none
dwt_cD3_entropy,dwt,7536,0.06927310987501584,0.4059510478336179,2.296606838993954,4.937671894700382,5.522759472378176,1.1147316644542231,2.8941069283824095,0,0.0,ok,none
dwt_cD2_entropy,dwt,7536,0.008689865150803994,0.21004082049448303,1.9166046073269938,4.985541309627216,5.9186383718615545,1.272127369653677,3.145937946153986,0,0.0,ok,none
dwt_cD1_entropy,dwt,7536,0.015226340147939617,0.14400992028161086,1.685800838945436,4.957985720461153,5.94767630358959,1.2502848894688745,3.4087234841769654,0,0.0,ok,none
dwt_cA5_mean_abs,dwt,7536,0.01792352040024476,0.10014489777804698,0.968708338691946,3.1617107406067455,3.8948909729092605,0.5615111327416615,5.211263790852717,0,0.0,ok,none
dwt_cD5_mean_abs,dwt,7536,0.01608104914002533,0.18255372561850133,1.6406118151433235,2.771002564104753,3.9790878256864755,0.5772640057106859,4.050964528204368,0,0.0,ok,none
dwt_cD4_mean_abs,dwt,7536,0.07799937885166965,0.23393954375597228,0.934458880394955,1.771370022362861,1.9287056408704861,0.3004085695945594,3.3096484624836,0,0.0,ok,none
dwt_cD3_mean_abs,dwt,7536,0.02941979685149362,0.05471967156431033,0.42503040252784796,1.145960088883867,2.159689308484673,0.22486648912417373,7.714172586200372,0,0.0,ok,none
dwt_cD2_mean_abs,dwt,7536,0.007242138837656275,0.009818175017850797,0.13023815156259877,0.749601829313138,1.626138466279156,0.12786199726156164,11.6993348043552,5,0.066348,heavy_tail,scale_only
dwt_cD1_mean_abs,dwt,7536,0.0007255753536284189,0.0011559956341129823,0.01816327952451037,0.16357350657896497,0.5361224464715947,0.020336340924936094,25.469634328954974,8,0.106157,heavy_tail,scale_only
env_mean,envelope,7536,0.13468511736229416,0.34687620516822554,0.7631891035845053,1.1845687837776053,1.3770791405035125,0.1630225882385127,3.855318413315023,0,0.0,ok,none
env_std,envelope,7536,0.14149257975653454,0.6039992578037975,0.9646966528790557,1.2813991003946192,1.35232463200711,0.12793259847323596,6.434670154024418,0,0.0,ok,none
env_skew,envelope,7536,-2.8451292334087013,0.4475105425050781,2.8040593513128202,14.246711121846046,37.086899269391,1.019982374972138,33.61120815348858,77,1.021762,heavy_tail,scale_only
env_kurtosis,envelope,7536,-1.6177250387179907,-0.5829428705671315,9.01256285998853,267.39640194180726,1746.641601500064,7.509296769493897,231.39703916072375,597,7.921975,heavy_tail,scale_only
env_peak_rate,envelope,7536,0.1111111111111111,1.4175085743747438,2.537437713416602,3.5033220679327943,3.9241334205362985,0.38124698126832435,6.364185741834962,0,0.0,ok,none
