record_key,record_uid,fs,native_fs,stride,sample_index,time_sec,raw,filtered,normalized,filtered_normalized
d1_normal,D1_training-a_a0005,2000,2000,10,270,0.135,0.02878,0.01463,0.33074,0.17402
d1_normal,D1_training-a_a0005,2000,2000,10,280,0.14,0.03503,0.02414,0.40262,0.28709
d1_normal,D1_training-a_a0005,2000,2000,10,290,0.145,0.00537,-0.001,0.06182,-0.01176
d1_normal,D1_training-a_a0005,2000,2000,10,300,0.15,-0.01355,-0.01495,-0.15557,-0.17762
d1_normal,D1_training-a_a0005,2000,2000,10,310,0.155,-0.02176,-0.01893,-0.24988,-0.22485
d1_normal,D1_training-a_a0005,2000,2000,10,320,0.16,-0.01364,-0.00788,-0.15662,-0.09352
d1_normal,D1_training-a_a0005,2000,2000,10,330,0.165,-0.0098,-0.00145,-0.11244,-0.0171
d1_normal,D1_training-a_a0005,2000,2000,10,340,0.17,0.01352,0.02291,0.15543,0.27245
d1_normal,D1_training-a_a0005,2000,2000,10,350,0.175,0.00626,0.01723,0.07199,0.20504
d1_normal,D1_training-a_a0005,2000,2000,10,360,0.18,-0.01761,-0.00597,-0.2022,-0.07085
d1_normal,D1_training-a_a0005,2000,2000,10,370,0.185,-0.01984,-0.0083,-0.22779,-0.09848
d1_normal,D1_training-a_a0005,2000,2000,10,380,0.19,-0.0242,-0.01421,-0.27793,-0.16875
d1_normal,D1_training-a_a0005,2000,2000,10,390,0.195,-0.00534,0.00018,-0.06125,0.00226
d1_normal,D1_training-a_a0005,2000,2000,10,400,0.2,0.0141,0.01465,0.1621,0.1743
d1_normal,D1_training-a_a0005,2000,2000,10,410,0.205,-0.00058,-0.00601,-0.00655,-0.07134
d1_normal,D1_training-a_a0005,2000,2000,10,420,0.21,-0.01727,-0.02779,-0.19834,-0.33028
d1_normal,D1_training-a_a0005,2000,2000,10,430,0.215,0.00046,-0.01096,0.00537,-0.13012
d1_normal,D1_training-a_a0005,2000,2000,10,440,0.22,0.0174,0.00885,0.19996,0.1054
d1_normal,D1_training-a_a0005,2000,2000,10,450,0.225,0.0405,0.03757,0.46538,0.44675
d1_normal,D1_training-a_a0005,2000,2000,10,460,0.23,0.09204,0.09448,1.05758,1.12338
d1_normal,D1_training-a_a0005,2000,2000,10,470,0.235,0.04776,0.05248,0.54883,0.62409
d1_normal,D1_training-a_a0005,2000,2000,10,480,0.24,-0.15732,-0.15641,-1.80734,-1.85929
d1_normal,D1_training-a_a0005,2000,2000,10,490,0.245,-0.16263,-0.16994,-1.86834,-2.02022
d1_normal,D1_training-a_a0005,2000,2000,10,500,0.25,-0.09811,-0.11617,-1.12713,-1.38091
d1_normal,D1_training-a_a0005,2000,2000,10,510,0.255,0.37997,0.35716,4.36568,4.2462
d1_normal,D1_training-a_a0005,2000,2000,10,520,0.26,0.29849,0.27943,3.42952,3.32214
d1_normal,D1_training-a_a0005,2000,2000,10,530,0.265,-0.0553,-0.0624,-0.63521,-0.74169
d1_normal,D1_training-a_a0005,2000,2000,10,540,0.27,-0.521,-0.51015,-5.98567,-6.06474
d1_normal,D1_training-a_a0005,2000,2000,10,550,0.275,-0.03479,-0.00753,-0.3996,-0.08937
d1_normal,D1_training-a_a0005,2000,2000,10,560,0.28,0.19708,0.2345,2.26441,2.78796
d1_normal,D1_training-a_a0005,2000,2000,10,570,0.285,0.16278,0.20141,1.87032,2.39455
d1_normal,D1_training-a_a0005,2000,2000,10,580,0.29,-0.16397,-0.13294,-1.88377,-1.58036
d1_normal,D1_training-a_a0005,2000,2000,10,590,0.295,-0.15945,-0.14377,-1.83188,-1.7091
d1_normal,D1_training-a_a0005,2000,2000,10,600,0.3,-0.04684,-0.05097,-0.53809,-0.6058
d1_normal,D1_training-a_a0005,2000,2000,10,610,0.305,0.04858,0.02484,0.5583,0.2954
d1_normal,D1_training-a_a0005,2000,2000,10,620,0.31,0.14346,0.10655,1.64837,1.26681
d1_normal,D1_training-a_a0005,2000,2000,10,630,0.315,0.11511,0.07459,1.32265,0.88689
d1_normal,D1_training-a_a0005,2000,2000,10,640,0.32,0.02386,-0.00975,0.27429,-0.11578
d1_normal,D1_training-a_a0005,2000,2000,10,650,0.325,-0.03302,-0.05368,-0.37926,-0.63804
d1_normal,D1_training-a_a0005,2000,2000,10,660,0.33,-0.03836,-0.04478,-0.44062,-0.5322
d1_normal,D1_training-a_a0005,2000,2000,10,670,0.335,-0.03156,-0.02626,-0.36243,-0.31199
d1_normal,D1_training-a_a0005,2000,2000,10,680,0.34,-0.00751,0.00531,-0.08614,0.06329
d1_normal,D1_training-a_a0005,2000,2000,10,690,0.345,0.00119,0.01634,0.01378,0.1944
d1_normal,D1_training-a_a0005,2000,2000,10,700,0.35,0.01801,0.0329,0.20698,0.39127
d1_normal,D1_training-a_a0005,2000,2000,10,710,0.355,0.0079,0.02226,0.09092,0.26473
d1_normal,D1_training-a_a0005,2000,2000,10,720,0.36,-0.02744,-0.01277,-0.3151,-0.15162
d1_normal,D1_training-a_a0005,2000,2000,10,730,0.365,-0.03009,-0.01406,-0.3456,-0.16705
d1_normal,D1_training-a_a0005,2000,2000,10,740,0.37,-0.00827,0.0086,-0.09491,0.10244
d1_normal,D1_training-a_a0005,2000,2000,10,750,0.375,-0.00284,0.01216,-0.0325,0.14471
d1_normal,D1_training-a_a0005,2000,2000,10,760,0.38,-0.03485,-0.02522,-0.4003,-0.29972
d1_normal,D1_training-a_a0005,2000,2000,10,770,0.385,-0.0329,-0.03229,-0.37786,-0.38372
d1_normal,D1_training-a_a0005,2000,2000,10,780,0.39,-0.00439,-0.01353,-0.05038,-0.16072
d1_normal,D1_training-a_a0005,2000,2000,10,790,0.395,0.04495,0.02704,0.51657,0.32165
d1_normal,D1_training-a_a0005,2000,2000,10,800,0.4,0.05865,0.03622,0.674,0.43069
d1_normal,D1_training-a_a0005,2000,2000,10,810,0.405,0.04327,0.02173,0.49729,0.25847
d1_normal,D1_training-a_a0005,2000,2000,10,820,0.41,0.01654,0.00042,0.19015,0.00517
d1_normal,D1_training-a_a0005,2000,2000,10,830,0.415,-0.03607,-0.04434,-0.41432,-0.52698
d1_normal,D1_training-a_a0005,2000,2000,10,840,0.42,-0.02878,-0.02834,-0.33053,-0.33679
d1_normal,D1_training-a_a0005,2000,2000,10,850,0.425,-0.00409,0.00288,-0.04687,0.0344
d1_normal,D1_training-a_a0005,2000,2000,10,860,0.43,-0.00308,0.00797,-0.0353,0.09495
d1_normal,D1_training-a_a0005,2000,2000,10,870,0.435,0.00562,0.01727,0.06462,0.20542
d1_normal,D1_training-a_a0005,2000,2000,10,880,0.44,0.02252,0.03263,0.25887,0.38803
d1_normal,D1_training-a_a0005,2000,2000,10,890,0.445,0.00635,0.01251,0.07304,0.14883
d1_normal,D1_training-a_a0005,2000,2000,10,900,0.45,-0.03348,-0.03275,-0.38452,-0.38923
d1_normal,D1_training-a_a0005,2000,2000,10,910,0.455,-0.06009,-0.06523,-0.69026,-0.77536
d1_normal,D1_training-a_a0005,2000,2000,10,920,0.46,-0.00806,-0.0161,-0.09245,-0.19126
d1_normal,D1_training-a_a0005,2000,2000,10,930,0.465,0.06116,0.05263,0.70275,0.62583
d1_normal,D1_training-a_a0005,2000,2000,10,940,0.47,0.00113,-0.00238,0.01308,-0.02811
d1_normal,D1_training-a_a0005,2000,2000,10,950,0.475,0.07278,0.07684,0.83634,0.91363
d1_normal,D1_training-a_a0005,2000,2000,10,960,0.48,0.11496,0.12455,1.32089,1.48085
d1_normal,D1_training-a_a0005,2000,2000,10,970,0.485,-0.17688,-0.16515,-2.03208,-1.96318
d1_normal,D1_training-a_a0005,2000,2000,10,980,0.49,-0.22653,-0.21946,-2.60254,-2.60883
d1_normal,D1_training-a_a0005,2000,2000,10,990,0.495,0.04779,0.04509,0.54918,0.53614
d1_normal,D1_training-a_a0005,2000,2000,10,1000,0.5,0.11096,0.09713,1.27496,1.15489
d1_normal,D1_training-a_a0005,2000,2000,10,1010,0.505,0.07822,0.06051,0.89875,0.71951
d1_normal,D1_training-a_a0005,2000,2000,10,1020,0.51,0.07825,0.06454,0.8991,0.76745
d1_normal,D1_training-a_a0005,2000,2000,10,1030,0.515,-0.00693,-0.00898,-0.07948,-0.10663
d1_normal,D1_training-a_a0005,2000,2000,10,1040,0.52,-0.05899,-0.04735,-0.67764,-0.56283
d1_normal,D1_training-a_a0005,2000,2000,10,1050,0.525,-0.08569,-0.06334,-0.98443,-0.75282
d1_normal,D1_training-a_a0005,2000,2000,10,1060,0.53,-0.06491,-0.04018,-0.74566,-0.47759
d1_normal,D1_training-a_a0005,2000,2000,10,1070,0.535,-0.01147,0.00608,-0.13172,0.07247
d1_normal,D1_training-a_a0005,2000,2000,10,1080,0.54,0.02756,0.03069,0.31672,0.36496
d1_normal,D1_training-a_a0005,2000,2000,10,1090,0.545,0.03769,0.02497,0.43313,0.29699
d1_normal,D1_training-a_a0005,2000,2000,10,1100,0.55,0.04443,0.02017,0.51061,0.23991
d1_normal,D1_training-a_a0005,2000,2000,10,1110,0.555,0.0564,0.02802,0.64806,0.33323
d1_normal,D1_training-a_a0005,2000,2000,10,1120,0.56,0.00775,-0.01646,0.08917,-0.19554
d1_normal,D1_training-a_a0005,2000,2000,10,1130,0.565,-0.03015,-0.04387,-0.3463,-0.52135
d1_normal,D1_training-a_a0005,2000,2000,10,1140,0.57,-0.00739,-0.00807,-0.08474,-0.09585
d1_normal,D1_training-a_a0005,2000,2000,10,1150,0.575,0.01944,0.03196,0.22345,0.38011
d1_normal,D1_training-a_a0005,2000,2000,10,1160,0.58,-0.02762,-0.00653,-0.3172,-0.07746
d1_normal,D1_training-a_a0005,2000,2000,10,1170,0.585,-0.04257,-0.01792,-0.48901,-0.21294
d1_normal,D1_training-a_a0005,2000,2000,10,1180,0.59,-0.01147,0.01121,-0.13172,0.13342
d1_normal,D1_training-a_a0005,2000,2000,10,1190,0.595,-0.0022,0.01414,-0.02514,0.1683
d1_normal,D1_training-a_a0005,2000,2000,10,1200,0.6,-0.02258,-0.01544,-0.25935,-0.18345
d1_normal,D1_training-a_a0005,2000,2000,10,1210,0.605,0.00455,0.0015,0.05235,0.01793
d1_normal,D1_training-a_a0005,2000,2000,10,1220,0.61,0.02475,0.01349,0.28446,0.16054
d1_normal,D1_training-a_a0005,2000,2000,10,1230,0.615,0.013,-0.00339,0.14947,-0.04018
d1_normal,D1_training-a_a0005,2000,2000,10,1240,0.62,-0.0033,-0.02178,-0.03776,-0.25877
d1_normal,D1_training-a_a0005,2000,2000,10,1250,0.625,0.01746,0.00095,0.20066,0.0114
d1_normal,D1_training-a_a0005,2000,2000,10,1260,0.63,0.04285,0.03159,0.49238,0.37569
d1_normal,D1_training-a_a0005,2000,2000,10,1270,0.635,0.02072,0.01662,0.23818,0.1977
d1_normal,D1_training-a_a0005,2000,2000,10,1280,0.64,-0.03531,-0.03264,-0.40556,-0.38792
d1_normal,D1_training-a_a0005,2000,2000,10,1290,0.645,-0.03766,-0.02954,-0.43256,-0.35102
d1_normal,D1_training-a_a0005,2000,2000,10,1300,0.65,0.0011,0.0124,0.01273,0.14757
d1_normal,D1_training-a_a0005,2000,2000,10,1310,0.655,-0.00082,0.0116,-0.00936,0.13807
d1_normal,D1_training-a_a0005,2000,2000,10,1320,0.66,0.00125,0.01214,0.01448,0.14445
d1_normal,D1_training-a_a0005,2000,2000,10,1330,0.665,0.00198,0.01024,0.0229,0.12187
d1_normal,D1_training-a_a0005,2000,2000,10,1340,0.67,-0.01117,-0.00695,-0.12822,-0.08244
d1_normal,D1_training-a_a0005,2000,2000,10,1350,0.675,-0.01987,-0.0195,-0.22814,-0.23166
d1_normal,D1_training-a_a0005,2000,2000,10,1360,0.68,0.00146,-0.0025,0.01694,-0.02955
d1_normal,D1_training-a_a0005,2000,2000,10,1370,0.685,0.00879,0.00164,0.10109,0.0197
d1_normal,D1_training-a_a0005,2000,2000,10,1380,0.69,0.01218,0.00377,0.14001,0.045
d1_normal,D1_training-a_a0005,2000,2000,10,1390,0.695,0.01794,0.01045,0.20627,0.12441
d1_normal,D1_training-a_a0005,2000,2000,10,1400,0.7,0.00516,0.00096,0.05936,0.01155
d1_normal,D1_training-a_a0005,2000,2000,10,1410,0.705,-0.00195,-0.00177,-0.02233,-0.02088
d1_normal,D1_training-a_a0005,2000,2000,10,1420,0.71,-0.00757,-0.00349,-0.08684,-0.04132
d1_normal,D1_training-a_a0005,2000,2000,10,1430,0.715,-0.00504,0.00275,-0.05774,0.03289
d1_normal,D1_training-a_a0005,2000,2000,10,1440,0.72,-0.01105,-0.00296,-0.12682,-0.03506
d1_normal,D1_training-a_a0005,2000,2000,10,1450,0.725,-0.02182,-0.0161,-0.25058,-0.19123
d1_normal,D1_training-a_a0005,2000,2000,10,1460,0.73,0.00256,0.00335,0.02956,0.04002
d1_normal,D1_training-a_a0005,2000,2000,10,1470,0.735,0.01215,0.00722,0.13966,0.08597
d1_normal,D1_training-a_a0005,2000,2000,10,1480,0.74,0.01285,0.00262,0.14772,0.03131
d1_normal,D1_training-a_a0005,2000,2000,10,1490,0.745,0.01596,0.00202,0.18348,0.02418
d1_normal,D1_training-a_a0005,2000,2000,10,1500,0.75,0.02335,0.00895,0.26833,0.10657
d1_normal,D1_training-a_a0005,2000,2000,10,1510,0.755,0.00345,-0.00729,0.03973,-0.08655
d1_normal,D1_training-a_a0005,2000,2000,10,1520,0.76,-0.00497,-0.00999,-0.05704,-0.11862
d1_normal,D1_training-a_a0005,2000,2000,10,1530,0.765,0.00378,0.00716,0.04359,0.08523
d1_normal,D1_training-a_a0005,2000,2000,10,1540,0.77,-0.013,-0.00204,-0.14925,-0.0241
d1_normal,D1_training-a_a0005,2000,2000,10,1550,0.775,-0.01843,-0.00064,-0.21167,-0.00747
d1_normal,D1_training-a_a0005,2000,2000,10,1560,0.78,-0.00494,0.01584,-0.05669,0.18843
d1_normal,D1_training-a_a0005,2000,2000,10,1570,0.785,-0.01529,0.0044,-0.17555,0.05248
d1_normal,D1_training-a_a0005,2000,2000,10,1580,0.79,-0.0148,-0.00116,-0.16994,-0.01362
d1_normal,D1_training-a_a0005,2000,2000,10,1590,0.795,-0.02872,-0.02565,-0.32982,-0.30475
d1_normal,D1_training-a_a0005,2000,2000,10,1600,0.8,-0.01291,-0.0218,-0.1482,-0.25903
d1_normal,D1_training-a_a0005,2000,2000,10,1610,0.805,0.0336,0.0145,0.38614,0.17254
d1_normal,D1_training-a_a0005,2000,2000,10,1620,0.81,0.05786,0.03288,0.66488,0.39109
d1_normal,D1_training-a_a0005,2000,2000,10,1630,0.815,0.01575,-0.00757,0.18103,-0.08982
d1_normal,D1_training-a_a0005,2000,2000,10,1640,0.82,-0.01541,-0.03057,-0.17695,-0.36328
d1_normal,D1_training-a_a0005,2000,2000,10,1650,0.825,0.00879,0.00789,0.10109,0.09397
d1_normal,D1_training-a_a0005,2000,2000,10,1660,0.83,0.04156,0.05491,0.47765,0.65292
d1_normal,D1_training-a_a0005,2000,2000,10,1670,0.835,0.06705,0.09035,0.77042,1.07431
d1_normal,D1_training-a_a0005,2000,2000,10,1680,0.84,-0.05173,-0.02824,-0.59419,-0.33554
d1_normal,D1_training-a_a0005,2000,2000,10,1690,0.845,-0.18991,-0.17646,-2.1818,-2.09764
d1_normal,D1_training-a_a0005,2000,2000,10,1700,0.85,-0.19016,-0.19393,-2.1846,-2.30535
d1_normal,D1_training-a_a0005,2000,2000,10,1710,0.855,0.04309,0.02243,0.49518,0.26676
d1_normal,D1_training-a_a0005,2000,2000,10,1720,0.86,0.38501,0.35555,4.42353,4.22706
d1_normal,D1_training-a_a0005,2000,2000,10,1730,0.865,0.32742,0.30075,3.76191,3.57556
d1_normal,D1_training-a_a0005,2000,2000,10,1740,0.87,-0.19131,-0.20543,-2.19793,-2.44205
d1_normal,D1_training-a_a0005,2000,2000,10,1750,0.875,-0.7088,-0.70474,-8.14339,-8.37807
d1_normal,D1_training-a_a0005,2000,2000,10,1760,0.88,0.1853,0.20855,2.12907,2.47951
d1_normal,D1_training-a_a0005,2000,2000,10,1770,0.885,0.3363,0.37248,3.86394,4.42839
d1_normal,D1_training-a_a0005,2000,2000,10,1780,0.89,0.13858,0.17977,1.59227,2.13731
d1_normal,D1_training-a_a0005,2000,2000,10,1790,0.895,-0.23132,-0.19637,-2.65759,-2.33443
d1_normal,D1_training-a_a0005,2000,2000,10,1800,0.9,-0.2814,-0.26245,-3.23296,-3.11995
d1_normal,D1_training-a_a0005,2000,2000,10,1810,0.905,-0.05322,-0.05724,-0.61137,-0.68031
d1_normal,D1_training-a_a0005,2000,2000,10,1820,0.91,0.14337,0.11454,1.64732,1.36181
d1_normal,D1_training-a_a0005,2000,2000,10,1830,0.915,0.19974,0.15275,2.29492,1.81608
d1_normal,D1_training-a_a0005,2000,2000,10,1840,0.92,0.1228,0.07044,1.411,0.83755
d1_normal,D1_training-a_a0005,2000,2000,10,1850,0.925,-0.00046,-0.04471,-0.00515,-0.5314
d1_normal,D1_training-a_a0005,2000,2000,10,1860,0.93,-0.05948,-0.0858,-0.68325,-1.0199
d1_normal,D1_training-a_a0005,2000,2000,10,1870,0.935,-0.02414,-0.0287,-0.27723,-0.34105
d1_normal,D1_training-a_a0005,2000,2000,10,1880,0.94,-0.0076,0.00744,-0.0872,0.08857
d1_normal,D1_training-a_a0005,2000,2000,10,1890,0.945,-0.03424,-0.00645,-0.39329,-0.07659
d1_normal,D1_training-a_a0005,2000,2000,10,1900,0.95,-0.03113,0.00219,-0.35752,0.0262
d1_normal,D1_training-a_a0005,2000,2000,10,1910,0.955,-0.02008,0.01297,-0.2306,0.1543
d1_normal,D1_training-a_a0005,2000,2000,10,1920,0.96,0.01593,0.04495,0.18313,0.53458
d1_normal,D1_training-a_a0005,2000,2000,10,1930,0.965,0.00296,0.02683,0.03412,0.31907
d1_normal,D1_training-a_a0005,2000,2000,10,1940,0.97,-0.04172,-0.02399,-0.47919,-0.28507
d1_normal,D1_training-a_a0005,2000,2000,10,1950,0.975,-0.05246,-0.04165,-0.60261,-0.49503
d1_normal,D1_training-a_a0005,2000,2000,10,1960,0.98,-0.0144,-0.01175,-0.16538,-0.13955
d1_normal,D1_training-a_a0005,2000,2000,10,1970,0.985,0.01733,0.01159,0.19926,0.13789
d1_normal,D1_training-a_a0005,2000,2000,10,1980,0.99,0.04428,0.03092,0.50886,0.36777
d1_normal,D1_training-a_a0005,2000,2000,10,1990,0.995,0.01074,-0.01025,0.12353,-0.12172
d1_normal,D1_training-a_a0005,2000,2000,10,2000,1.0,0.00964,-0.0156,0.11091,-0.18536
d1_normal,D1_training-a_a0005,2000,2000,10,2010,1.005,0.03235,0.0064,0.37177,0.0762
d1_normal,D1_training-a_a0005,2000,2000,10,2020,1.01,0.04373,0.02126,0.50255,0.25288
d1_normal,D1_training-a_a0005,2000,2000,10,2030,1.015,0.01715,0.00177,0.19716,0.02116
d1_normal,D1_training-a_a0005,2000,2000,10,2040,1.02,-0.00964,-0.01617,-0.11069,-0.19211
d1_normal,D1_training-a_a0005,2000,2000,10,2050,1.025,-0.01636,-0.01374,-0.18782,-0.16326
d1_normal,D1_training-a_a0005,2000,2000,10,2060,1.03,0.00354,0.01476,0.04078,0.17564
d1_normal,D1_training-a_a0005,2000,2000,10,2070,1.035,-0.01544,0.00114,-0.1773,0.01365
d1_normal,D1_training-a_a0005,2000,2000,10,2080,1.04,-0.02228,-0.00308,-0.25584,-0.03644
d1_normal,D1_training-a_a0005,2000,2000,10,2090,1.045,-0.01544,0.00263,-0.1773,0.0314
d1_normal,D1_training-a_a0005,2000,2000,10,2100,1.05,-0.01334,0.00081,-0.15311,0.00983
d1_normal,D1_training-a_a0005,2000,2000,10,2110,1.055,-0.00317,0.0044,-0.03636,0.0525
d1_normal,D1_training-a_a0005,2000,2000,10,2120,1.06,-6e-05,-0.00049,-0.00059,-0.00564
d1_normal,D1_training-a_a0005,2000,2000,10,2130,1.065,0.00232,-0.00621,0.02676,-0.07368
d1_normal,D1_training-a_a0005,2000,2000,10,2140,1.07,0.01987,0.00514,0.22836,0.06126
d1_normal,D1_training-a_a0005,2000,2000,10,2150,1.075,0.00705,-0.01039,0.0811,-0.12337
d1_normal,D1_training-a_a0005,2000,2000,10,2160,1.08,-0.0061,-0.02455,-0.07001,-0.29168
d1_normal,D1_training-a_a0005,2000,2000,10,2170,1.085,0.00037,-0.01075,0.00432,-0.12766
d1_normal,D1_training-a_a0005,2000,2000,10,2180,1.09,0.18411,0.18152,2.1154,2.15816
d1_normal,D1_training-a_a0005,2000,2000,10,2190,1.095,-0.04578,-0.03898,-0.52582,-0.4633
d1_normal,D1_training-a_a0005,2000,2000,10,2200,1.1,-0.24957,-0.23809,-2.86726,-2.83036
d1_normal,D1_training-a_a0005,2000,2000,10,2210,1.105,0.00128,0.01691,0.01484,0.20117
d1_normal,D1_training-a_a0005,2000,2000,10,2220,1.11,0.11154,0.12576,1.28163,1.49526
d1_normal,D1_training-a_a0005,2000,2000,10,2230,1.115,-0.00018,0.01069,-0.00199,0.12728
d1_normal,D1_training-a_a0005,2000,2000,10,2240,1.12,-0.03891,-0.03198,-0.44693,-0.3801
d1_normal,D1_training-a_a0005,2000,2000,10,2250,1.125,0.0014,0.00373,0.01624,0.0445
d1_normal,D1_training-a_a0005,2000,2000,10,2260,1.13,0.02158,0.02028,0.248,0.24129
d1_normal,D1_training-a_a0005,2000,2000,10,2270,1.135,-0.01318,-0.01828,-0.15136,-0.21716
d1_normal,D1_training-a_a0005,2000,2000,10,2280,1.14,-0.03763,-0.0458,-0.43221,-0.54435
d1_normal,D1_training-a_a0005,2000,2000,10,2290,1.145,-0.0072,-0.01869,-0.08264,-0.22204
d1_normal,D1_training-a_a0005,2000,2000,10,2300,1.15,0.0538,0.04094,0.61825,0.48681
d1_normal,D1_training-a_a0005,2000,2000,10,2310,1.155,0.06647,0.055,0.76376,0.65401
d1_normal,D1_training-a_a0005,2000,2000,10,2320,1.16,0.00864,0.00055,0.09933,0.00666
d1_normal,D1_training-a_a0005,2000,2000,10,2330,1.165,-0.03674,-0.04051,-0.42204,-0.4814
d1_normal,D1_training-a_a0005,2000,2000,10,2340,1.17,-0.03421,-0.03323,-0.39294,-0.39493
d1_normal,D1_training-a_a0005,2000,2000,10,2350,1.175,-0.00674,-0.0021,-0.07738,-0.02486
d1_normal,D1_training-a_a0005,2000,2000,10,2360,1.18,0.01996,0.02737,0.22941,0.3255
d1_normal,D1_training-a_a0005,2000,2000,10,2370,1.185,0.02603,0.03395,0.29919,0.40372
d1_normal,D1_training-a_a0005,2000,2000,10,2380,1.19,-0.00748,-0.00031,-0.08579,-0.00358
d1_normal,D1_training-a_a0005,2000,2000,10,2390,1.195,-0.03787,-0.03227,-0.43501,-0.38352
d1_normal,D1_training-a_a0005,2000,2000,10,2400,1.2,-0.02722,-0.02447,-0.31264,-0.29074
d1_normal,D1_training-a_a0005,2000,2000,10,2410,1.205,-0.0014,-0.00122,-0.01602,-0.01432
d1_normal,D1_training-a_a0005,2000,2000,10,2420,1.21,0.03043,0.02853,0.34968,0.33928
d1_normal,D1_training-a_a0005,2000,2000,10,2430,1.215,0.02145,0.01907,0.2466,0.2269
d1_normal,D1_training-a_a0005,2000,2000,10,2440,1.22,0.00034,-0.00144,0.00397,-0.01694
d1_normal,D1_training-a_a0005,2000,2000,10,2450,1.225,-0.01266,-0.01284,-0.1454,-0.15253
d1_normal,D1_training-a_a0005,2000,2000,10,2460,1.23,-0.01865,-0.01686,-0.21412,-0.20025
d1_normal,D1_training-a_a0005,2000,2000,10,2470,1.235,-0.00974,-0.00718,-0.11174,-0.08516
d1_normal,D1_training-a_a0005,2000,2000,10,2480,1.24,0.00681,0.00977,0.0783,0.11631
d1_normal,D1_training-a_a0005,2000,2000,10,2490,1.245,0.01065,0.01251,0.12248,0.14892
d1_normal,D1_training-a_a0005,2000,2000,10,2500,1.25,0.01083,0.0119,0.12458,0.1416
d1_normal,D1_training-a_a0005,2000,2000,10,2510,1.255,-0.00089,-0.00136,-0.01006,-0.01602
d1_normal,D1_training-a_a0005,2000,2000,10,2520,1.26,-0.01053,-0.01272,-0.12085,-0.15105
d1_normal,D1_training-a_a0005,2000,2000,10,2530,1.265,-0.00363,-0.00758,-0.04161,-0.09001
d1_normal,D1_training-a_a0005,2000,2000,10,2540,1.27,0.00763,0.00171,0.08776,0.02049
d1_normal,D1_training-a_a0005,2000,2000,10,2550,1.275,0.00333,-0.00306,0.03833,-0.03623
d1_normal,D1_training-a_a0005,2000,2000,10,2560,1.28,0.01208,0.006,0.13895,0.07151
d1_normal,D1_training-a_a0005,2000,2000,10,2570,1.285,0.01669,0.01293,0.1919,0.15389
d1_normal,D1_training-a_a0005,2000,2000,10,2580,1.29,0.00537,0.00472,0.06182,0.05621
