record_uid,subset,sqi_good,dataset_source,snr_proxy_db,is_noisy,is_low_quality,quality_group,quality_reasons,pp08_poor,sqi_poor
D1_training-a_a0093,training-a,True,D1,30.644773,False,False,clean,,False,False
D1_training-a_a0094,training-a,True,D1,30.702253,False,False,clean,,False,False
D1_training-a_a0095,training-a,True,D1,28.300228,False,False,clean,,False,False
D1_training-a_a0096,training-a,True,D1,17.349771,False,False,clean,,False,False
D1_training-a_a0097,training-a,True,D1,32.267533,False,False,clean,,False,False
D1_training-a_a0098,training-a,True,D1,21.20818,False,False,clean,,False,False
D1_training-a_a0099,training-a,True,D1,34.216438,False,False,clean,,False,False
D1_training-a_a0100,training-a,True,D1,19.670965,False,False,clean,,False,False
D1_training-a_a0101,training-a,True,D1,34.83096,False,False,clean,,False,False
D1_training-a_a0102,training-a,True,D1,35.458277,False,False,clean,,False,False
D1_training-a_a0103,training-a,True,D1,24.534658,False,False,clean,,False,False
D1_training-a_a0104,training-a,True,D1,37.248916,False,False,clean,,False,False
D1_training-a_a0105,training-a,True,D1,-0.232263,True,True,noisy,low_snr,True,False
D1_training-a_a0106,training-a,True,D1,27.157356,False,False,clean,,False,False
D1_training-a_a0107,training-a,True,D1,25.626863,False,False,clean,,False,False
D1_training-a_a0108,training-a,True,D1,31.738291,False,False,clean,,False,False
D1_training-a_a0109,training-a,True,D1,34.945033,False,False,clean,,False,False
D1_training-a_a0110,training-a,True,D1,29.825876,False,False,clean,,False,False
D1_training-a_a0111,training-a,False,D1,21.019634,False,False,clean,,False,True
D1_training-a_a0112,training-a,True,D1,26.122883,False,False,clean,,False,False
D1_training-a_a0113,training-a,True,D1,21.997481,False,False,clean,,False,False
D1_training-a_a0114,training-a,True,D1,26.310648,False,False,clean,,False,False
D1_training-a_a0115,training-a,True,D1,31.510989,False,False,clean,,False,False
D1_training-a_a0116,training-a,True,D1,37.464618,False,False,clean,,False,False
D1_training-a_a0117,training-a,True,D1,24.26928,False,False,clean,,False,False
D1_training-a_a0118,training-a,True,D1,40.44128,False,False,clean,,False,False
D1_training-a_a0119,training-a,True,D1,29.168437,False,False,clean,,False,False
D1_training-a_a0120,training-a,True,D1,33.182445,False,False,clean,,False,False
D1_training-a_a0121,training-a,True,D1,15.22222,False,False,clean,,False,False
D1_training-a_a0122,training-a,True,D1,31.231215,False,False,clean,,False,False
D1_training-a_a0123,training-a,True,D1,36.747408,False,False,clean,,False,False
D1_training-a_a0124,training-a,True,D1,27.198616,False,False,clean,,False,False
D1_training-a_a0125,training-a,True,D1,29.19214,False,False,clean,,False,False
D1_training-a_a0126,training-a,True,D1,31.869558,False,False,clean,,False,False
D1_training-a_a0127,training-a,True,D1,31.838571,False,False,clean,,False,False
D1_training-a_a0128,training-a,True,D1,20.492087,False,False,clean,,False,False
D1_training-a_a0129,training-a,True,D1,31.825741,False,False,clean,,False,False
D1_training-a_a0130,training-a,True,D1,22.400158,False,False,clean,,False,False
D1_training-a_a0131,training-a,True,D1,24.713392,False,False,clean,,False,False
D1_training-a_a0132,training-a,True,D1,41.686772,False,False,clean,,False,False
D1_training-a_a0133,training-a,True,D1,24.424648,False,False,clean,,False,False
D1_training-a_a0134,training-a,True,D1,29.8049,False,False,clean,,False,False
D1_training-a_a0135,training-a,True,D1,31.484219,False,False,clean,,False,False
D1_training-a_a0136,training-a,True,D1,37.16184,False,False,clean,,False,False
D1_training-a_a0137,training-a,True,D1,26.64744,False,False,clean,,False,False
D1_training-a_a0138,training-a,False,D1,13.630188,False,False,clean,,False,True
D1_training-a_a0139,training-a,True,D1,28.953439,False,False,clean,,False,False
D1_training-a_a0140,training-a,True,D1,34.626408,False,False,clean,,False,False
D1_training-a_a0141,training-a,True,D1,32.673451,False,False,clean,,False,False
D1_training-a_a0142,training-a,True,D1,20.076524,False,False,clean,,False,False
D1_training-a_a0143,training-a,True,D1,35.525113,False,False,clean,,False,False
D1_training-a_a0144,training-a,True,D1,20.65427,False,False,clean,,False,False
D1_training-a_a0145,training-a,True,D1,32.76895,False,False,clean,,False,False
D1_training-a_a0146,training-a,True,D1,36.095892,False,False,clean,,False,False
D1_training-a_a0147,training-a,False,D1,12.785883,False,False,clean,,False,True
D1_training-a_a0148,training-a,True,D1,27.497746,False,False,clean,,False,False
D1_training-a_a0149,training-a,True,D1,38.927336,False,False,clean,,False,False
D1_training-a_a0150,training-a,True,D1,32.532479,False,False,clean,,False,False
D1_training-a_a0151,training-a,True,D1,29.093279,False,False,clean,,False,False
D1_training-a_a0152,training-a,True,D1,28.694774,False,False,clean,,False,False
D1_training-a_a0153,training-a,True,D1,33.106567,False,False,clean,,False,False
D1_training-a_a0154,training-a,True,D1,31.111112,False,False,clean,,False,False
D1_training-a_a0155,training-a,True,D1,24.949934,False,False,clean,,False,False
D1_training-a_a0156,training-a,True,D1,23.450199,False,False,clean,,False,False
D1_training-a_a0157,training-a,True,D1,13.586782,False,False,clean,,False,False
D1_training-a_a0158,training-a,True,D1,21.907645,False,False,clean,,False,False
D1_training-a_a0159,training-a,True,D1,16.280492,False,False,clean,,False,False
D1_training-a_a0160,training-a,True,D1,37.765481,False,False,clean,,False,False
D1_training-a_a0161,training-a,True,D1,37.721193,False,False,clean,,False,False
D1_training-a_a0162,training-a,True,D1,25.056664,False,False,clean,,False,False
D1_training-a_a0163,training-a,True,D1,37.452597,False,False,clean,,False,False
D1_training-a_a0164,training-a,False,D1,27.982878,False,False,clean,,False,True
D1_training-a_a0165,training-a,True,D1,33.912334,False,False,clean,,False,False
D1_training-a_a0166,training-a,True,D1,16.18427,False,False,clean,,False,False
D1_training-a_a0167,training-a,True,D1,42.432062,False,False,clean,,False,False
D1_training-a_a0168,training-a,True,D1,29.473412,False,False,clean,,False,False
D1_training-a_a0169,training-a,True,D1,22.280379,False,False,clean,,False,False
D1_training-a_a0170,training-a,True,D1,27.481792,False,False,clean,,False,False
D1_training-a_a0171,training-a,True,D1,38.503627,False,False,clean,,False,False
D1_training-a_a0172,training-a,True,D1,32.245311,False,False,clean,,False,False
D1_training-a_a0173,training-a,True,D1,37.541568,False,False,clean,,False,False
D1_training-a_a0174,training-a,True,D1,34.510246,False,False,clean,,False,False
D1_training-a_a0175,training-a,True,D1,30.036173,False,False,clean,,False,False
D1_training-a_a0176,training-a,True,D1,26.950425,False,False,clean,,False,False
D1_training-a_a0177,training-a,True,D1,41.420677,False,False,clean,,False,False
D1_training-a_a0178,training-a,True,D1,23.594019,False,False,clean,,False,False
D1_training-a_a0179,training-a,True,D1,40.032124,False,False,clean,,False,False
D1_training-a_a0180,training-a,True,D1,25.992686,False,False,clean,,False,False
D1_training-a_a0181,training-a,True,D1,24.217546,False,False,clean,,False,False
D1_training-a_a0182,training-a,True,D1,32.168303,False,False,clean,,False,False
D1_training-a_a0183,training-a,True,D1,25.874947,False,False,clean,,False,False
D1_training-a_a0184,training-a,True,D1,1.561952,True,True,noisy,low_snr,True,False
D1_training-a_a0185,training-a,True,D1,17.608245,False,False,clean,,False,False
D1_training-a_a0186,training-a,True,D1,-3.051455,True,True,noisy,low_snr,True,False
D1_training-a_a0187,training-a,True,D1,31.82938,False,False,clean,,False,False
D1_training-a_a0188,training-a,True,D1,31.514637,False,False,clean,,False,False
D1_training-a_a0189,training-a,True,D1,31.482069,False,False,clean,,False,False
D1_training-a_a0190,training-a,True,D1,39.310305,False,False,clean,,False,False
D1_training-a_a0191,training-a,True,D1,28.82529,False,False,clean,,False,False
D1_training-a_a0192,training-a,True,D1,20.772887,False,False,clean,,False,False
D1_training-a_a0193,training-a,True,D1,30.490897,False,False,clean,,False,False
D1_training-a_a0194,training-a,True,D1,15.141362,False,False,clean,,False,False
D1_training-a_a0195,training-a,True,D1,36.400176,False,False,clean,,False,False
D1_training-a_a0196,training-a,True,D1,33.074337,False,False,clean,,False,False
D1_training-a_a0197,training-a,True,D1,17.805751,False,False,clean,,False,False
D1_training-a_a0198,training-a,True,D1,27.444784,False,False,clean,,False,False
D1_training-a_a0199,training-a,True,D1,20.796717,False,False,clean,,False,False
D1_training-a_a0200,training-a,True,D1,26.29509,False,False,clean,,False,False
D1_training-a_a0201,training-a,True,D1,13.293919,False,False,clean,,False,False
D1_training-a_a0202,training-a,True,D1,31.937646,False,False,clean,,False,False
D1_training-a_a0203,training-a,True,D1,24.876038,False,False,clean,,False,False
D1_training-a_a0204,training-a,True,D1,32.641888,False,False,clean,,False,False
D1_training-a_a0205,training-a,True,D1,45.329164,False,False,clean,,False,False
D1_training-a_a0206,training-a,True,D1,30.493213,False,False,clean,,False,False
D1_training-a_a0207,training-a,True,D1,35.941348,False,False,clean,,False,False
D1_training-a_a0208,training-a,True,D1,26.226224,False,False,clean,,False,False
D1_training-a_a0209,training-a,True,D1,25.744756,False,False,clean,,False,False
D1_training-a_a0210,training-a,True,D1,29.904364,False,False,clean,,False,False
D1_training-a_a0211,training-a,True,D1,25.55374,False,False,clean,,False,False
D1_training-a_a0212,training-a,True,D1,27.826822,False,False,clean,,False,False
D1_training-a_a0213,training-a,True,D1,32.518031,False,False,clean,,False,False
D1_training-a_a0214,training-a,True,D1,35.556849,False,False,clean,,False,False
D1_training-a_a0215,training-a,True,D1,27.731773,False,False,clean,,False,False
D1_training-a_a0216,training-a,True,D1,21.139822,False,False,clean,,False,False
D1_training-a_a0217,training-a,True,D1,29.829813,False,False,clean,,False,False
D1_training-a_a0218,training-a,True,D1,29.043182,False,False,clean,,False,False
D1_training-a_a0219,training-a,True,D1,23.356586,False,False,clean,,False,False
D1_training-a_a0220,training-a,True,D1,20.32529,False,False,clean,,False,False
D1_training-a_a0221,training-a,True,D1,31.955483,False,False,clean,,False,False
D1_training-a_a0222,training-a,True,D1,28.151193,False,False,clean,,False,False
D1_training-a_a0223,training-a,True,D1,15.776496,False,False,clean,,False,False
D1_training-a_a0224,training-a,True,D1,15.020088,False,False,clean,,False,False
D1_training-a_a0225,training-a,True,D1,30.546728,False,False,clean,,False,False
D1_training-a_a0226,training-a,True,D1,14.306679,False,False,clean,,False,False
D1_training-a_a0227,training-a,True,D1,39.269586,False,False,clean,,False,False
D1_training-a_a0228,training-a,True,D1,13.879873,False,False,clean,,False,False
D1_training-a_a0229,training-a,True,D1,27.972703,False,False,clean,,False,False
D1_training-a_a0230,training-a,True,D1,18.09307,False,False,clean,,False,False
D1_training-a_a0231,training-a,True,D1,32.084198,False,False,clean,,False,False
D1_training-a_a0232,training-a,True,D1,26.392086,False,False,clean,,False,False
D1_training-a_a0233,training-a,True,D1,30.529804,False,False,clean,,False,False
D1_training-a_a0234,training-a,True,D1,16.610772,False,False,clean,,False,False
D1_training-a_a0235,training-a,True,D1,41.416488,False,False,clean,,False,False
D1_training-a_a0236,training-a,True,D1,34.443904,False,False,clean,,False,False
D1_training-a_a0237,training-a,True,D1,23.890216,False,False,clean,,False,False
D1_training-a_a0238,training-a,True,D1,41.114405,False,False,clean,,False,False
D1_training-a_a0239,training-a,True,D1,20.554326,False,False,clean,,False,False
D1_training-a_a0240,training-a,True,D1,35.644417,False,False,clean,,False,False
D1_training-a_a0241,training-a,True,D1,17.609273,False,False,clean,,False,False
D1_training-a_a0242,training-a,True,D1,23.641358,False,False,clean,,False,False
D1_training-a_a0243,training-a,True,D1,24.940063,False,False,clean,,False,False
D1_training-a_a0244,training-a,True,D1,43.432943,False,False,clean,,False,False
D1_training-a_a0245,training-a,True,D1,21.828264,False,False,clean,,False,False
D1_training-a_a0246,training-a,True,D1,28.877762,False,False,clean,,False,False
D1_training-a_a0247,training-a,True,D1,25.65624,False,False,clean,,False,False
D1_training-a_a0248,training-a,True,D1,34.872908,False,False,clean,,False,False
D1_training-a_a0249,training-a,True,D1,38.424244,False,False,clean,,False,False
D1_training-a_a0250,training-a,True,D1,39.326654,False,False,clean,,False,False
D1_training-a_a0251,training-a,False,D1,25.375428,False,False,clean,,False,True
D1_training-a_a0252,training-a,True,D1,34.412243,False,False,clean,,False,False
D1_training-a_a0253,training-a,True,D1,15.654306,False,False,clean,,False,False
D1_training-a_a0254,training-a,True,D1,19.114492,False,False,clean,,False,False
D1_training-a_a0255,training-a,True,D1,25.193393,False,False,clean,,False,False
D1_training-a_a0256,training-a,True,D1,28.702179,False,False,clean,,False,False
D1_training-a_a0257,training-a,True,D1,32.475452,False,False,clean,,False,False
D1_training-a_a0258,training-a,True,D1,31.058838,False,False,clean,,False,False
D1_training-a_a0259,training-a,True,D1,26.348532,False,False,clean,,False,False
D1_training-a_a0260,training-a,True,D1,13.097517,False,False,clean,,False,False
D1_training-a_a0261,training-a,True,D1,-1.498926,True,True,noisy,low_snr,True,False
D1_training-a_a0262,training-a,True,D1,9.454895,False,False,clean,,False,False
D1_training-a_a0263,training-a,True,D1,38.382186,False,False,clean,,False,False
D1_training-a_a0264,training-a,True,D1,45.321749,False,False,clean,,False,False
D1_training-a_a0265,training-a,True,D1,8.531861,False,False,clean,,False,False
D1_training-a_a0266,training-a,True,D1,34.499303,False,False,clean,,False,False
D1_training-a_a0267,training-a,True,D1,30.257561,False,False,clean,,False,False
D1_training-a_a0268,training-a,True,D1,37.572135,False,False,clean,,False,False
D1_training-a_a0269,training-a,True,D1,21.894664,False,False,clean,,False,False
D1_training-a_a0270,training-a,True,D1,39.421367,False,False,clean,,False,False
D1_training-a_a0271,training-a,True,D1,28.521458,False,False,clean,,False,False
D1_training-a_a0272,training-a,True,D1,29.546625,False,False,clean,,False,False
D1_training-a_a0273,training-a,True,D1,13.849339,False,False,clean,,False,False
D1_training-a_a0274,training-a,True,D1,35.820491,False,False,clean,,False,False
D1_training-a_a0275,training-a,True,D1,30.807141,False,False,clean,,False,False
D1_training-a_a0276,training-a,True,D1,25.336156,False,False,clean,,False,False
D1_training-a_a0277,training-a,True,D1,25.761259,False,False,clean,,False,False
D1_training-a_a0278,training-a,True,D1,32.914883,False,False,clean,,False,False
D1_training-a_a0279,training-a,True,D1,13.363984,False,False,clean,,False,False
D1_training-a_a0280,training-a,True,D1,39.758014,False,False,clean,,False,False
D1_training-a_a0281,training-a,True,D1,35.884098,False,False,clean,,False,False
D1_training-a_a0282,training-a,True,D1,27.211447,False,False,clean,,False,False
D1_training-a_a0283,training-a,True,D1,13.71932,False,False,clean,,False,False
D1_training-a_a0284,training-a,True,D1,35.171814,False,False,clean,,False,False
D1_training-a_a0285,training-a,True,D1,24.374817,False,False,clean,,False,False
D1_training-a_a0286,training-a,True,D1,12.642332,False,False,clean,,False,False
D1_training-a_a0287,training-a,True,D1,35.075614,False,False,clean,,False,False
D1_training-a_a0288,training-a,True,D1,19.630383,False,False,clean,,False,False
D1_training-a_a0289,training-a,True,D1,41.478181,False,False,clean,,False,False
D1_training-a_a0290,training-a,True,D1,18.027553,False,False,clean,,False,False
D1_training-a_a0291,training-a,True,D1,31.006939,False,False,clean,,False,False
D1_training-a_a0292,training-a,True,D1,16.485057,False,False,clean,,False,False
D1_training-a_a0293,training-a,True,D1,41.100645,False,False,clean,,False,False
D1_training-a_a0294,training-a,True,D1,36.431414,False,False,clean,,False,False
D1_training-a_a0295,training-a,True,D1,27.502686,False,False,clean,,False,False
D1_training-a_a0296,training-a,True,D1,14.197938,False,False,clean,,False,False
D1_training-a_a0297,training-a,True,D1,37.052473,False,False,clean,,False,False
D1_training-a_a0298,training-a,True,D1,32.86193,False,False,clean,,False,False
D1_training-a_a0299,training-a,True,D1,23.933274,False,False,clean,,False,False
D1_training-a_a0300,training-a,True,D1,9.129022,False,False,clean,,False,False
D1_training-a_a0301,training-a,True,D1,30.030022,False,False,clean,,False,False
D1_training-a_a0302,training-a,True,D1,16.12761,False,False,clean,,False,False
D1_training-a_a0303,training-a,True,D1,26.104341,False,False,clean,,False,False
D1_training-a_a0304,training-a,True,D1,11.346399,False,False,clean,,False,False
D1_training-a_a0305,training-a,True,D1,31.504688,False,False,clean,,False,False
D1_training-a_a0306,training-a,True,D1,38.060315,False,False,clean,,False,False
D1_training-a_a0307,training-a,True,D1,13.688373,False,False,clean,,False,False
D1_training-a_a0308,training-a,True,D1,26.174695,False,False,clean,,False,False
D1_training-a_a0309,training-a,True,D1,12.795124,False,False,clean,,False,False
D1_training-a_a0310,training-a,True,D1,28.648202,False,False,clean,,False,False
D1_training-a_a0311,training-a,True,D1,37.538142,False,False,clean,,False,False
D1_training-a_a0312,training-a,True,D1,33.05038,False,False,clean,,False,False
D1_training-a_a0313,training-a,True,D1,30.40239,False,False,clean,,False,False
D1_training-a_a0314,training-a,False,D1,20.96181,False,True,low_quality_other,clipped,True,True
D1_training-a_a0315,training-a,False,D1,22.200975,False,True,low_quality_other,clipped,True,True
D1_training-a_a0316,training-a,True,D1,33.887126,False,False,clean,,False,False
D1_training-a_a0317,training-a,True,D1,16.6579,False,False,clean,,False,False
D1_training-a_a0318,training-a,False,D1,30.584692,False,False,clean,,False,True
D1_training-a_a0319,training-a,True,D1,26.876636,False,False,clean,,False,False
D1_training-a_a0320,training-a,True,D1,31.810908,False,True,low_quality_other,clipped,True,False
D1_training-a_a0321,training-a,True,D1,34.369048,False,False,clean,,False,False
D1_training-a_a0322,training-a,True,D1,24.356597,False,False,clean,,False,False
D1_training-a_a0323,training-a,True,D1,31.273685,False,False,clean,,False,False
D1_training-a_a0324,training-a,True,D1,37.590059,False,False,clean,,False,False
D1_training-a_a0325,training-a,True,D1,38.640175,False,False,clean,,False,False
D1_training-a_a0326,training-a,True,D1,3.76556,True,True,noisy,low_snr,True,False
D1_training-a_a0327,training-a,True,D1,26.884705,False,False,clean,,False,False
D1_training-a_a0328,training-a,True,D1,23.615241,False,False,clean,,False,False
D1_training-a_a0329,training-a,True,D1,29.400898,False,False,clean,,False,False
D1_training-a_a0330,training-a,False,D1,19.14852,False,False,clean,,False,True
D1_training-a_a0331,training-a,True,D1,30.633359,False,False,clean,,False,False
D1_training-a_a0332,training-a,True,D1,34.812215,False,False,clean,,False,False
D1_training-a_a0333,training-a,True,D1,26.353337,False,False,clean,,False,False
D1_training-a_a0334,training-a,True,D1,23.468852,False,False,clean,,False,False
D1_training-a_a0335,training-a,True,D1,33.840349,False,False,clean,,False,False
D1_training-a_a0336,training-a,True,D1,35.04367,False,False,clean,,False,False
D1_training-a_a0337,training-a,True,D1,32.228186,False,False,clean,,False,False
D1_training-a_a0338,training-a,True,D1,24.368199,False,False,clean,,False,False
D1_training-a_a0339,training-a,True,D1,36.028566,False,False,clean,,False,False
D1_training-a_a0340,training-a,True,D1,32.465836,False,False,clean,,False,False
D1_training-a_a0341,training-a,True,D1,30.174252,False,False,clean,,False,False
D1_training-a_a0342,training-a,True,D1,24.573222,False,False,clean,,False,False
D1_training-a_a0343,training-a,True,D1,24.982025,False,False,clean,,False,False
D1_training-a_a0344,training-a,True,D1,33.428022,False,False,clean,,False,False
D1_training-a_a0345,training-a,True,D1,35.147616,False,False,clean,,False,False
D1_training-a_a0346,training-a,True,D1,34.565649,False,False,clean,,False,False
D1_training-a_a0347,training-a,True,D1,15.892135,False,True,low_quality_other,clipped,True,False
D1_training-a_a0348,training-a,True,D1,18.749525,False,False,clean,,False,False
D1_training-a_a0349,training-a,True,D1,42.968584,False,False,clean,,False,False
D1_training-a_a0350,training-a,True,D1,22.097569,False,False,clean,,False,False
D1_training-a_a0351,training-a,True,D1,29.278494,False,False,clean,,False,False
D1_training-a_a0352,training-a,True,D1,20.539876,False,False,clean,,False,False
D1_training-a_a0353,training-a,True,D1,17.687901,False,False,clean,,False,False
D1_training-a_a0354,training-a,True,D1,17.961021,False,False,clean,,False,False
D1_training-a_a0355,training-a,True,D1,35.744977,False,False,clean,,False,False
D1_training-a_a0356,training-a,True,D1,26.618797,False,False,clean,,False,False
D1_training-a_a0357,training-a,True,D1,33.968668,False,False,clean,,False,False
D1_training-a_a0358,training-a,True,D1,40.155717,False,False,clean,,False,False
D1_training-a_a0359,training-a,True,D1,39.471262,False,False,clean,,False,False
D1_training-a_a0360,training-a,True,D1,34.115001,False,False,clean,,False,False
D1_training-a_a0361,training-a,True,D1,36.164117,False,False,clean,,False,False
D1_training-a_a0362,training-a,True,D1,27.907302,False,False,clean,,False,False
D1_training-a_a0363,training-a,True,D1,30.075612,False,False,clean,,False,False
D1_training-a_a0364,training-a,True,D1,26.796444,False,False,clean,,False,False
D1_training-a_a0365,training-a,True,D1,26.524662,False,False,clean,,False,False
D1_training-a_a0366,training-a,True,D1,31.900028,False,False,clean,,False,False
D1_training-a_a0367,training-a,True,D1,17.06448,False,False,clean,,False,False
D1_training-a_a0368,training-a,True,D1,28.16588,False,False,clean,,False,False
D1_training-a_a0369,training-a,True,D1,44.113298,False,False,clean,,False,False
D1_training-a_a0370,training-a,True,D1,18.492234,False,False,clean,,False,False
D1_training-a_a0371,training-a,True,D1,38.925044,False,False,clean,,False,False
D1_training-a_a0372,training-a,True,D1,29.40979,False,False,clean,,False,False
D1_training-a_a0373,training-a,True,D1,32.030161,False,False,clean,,False,False
