run,task,model_id,n_bins,n_folds,n_records_total,brier_mean,brier_sd,ece_mean,ece_sd,mean_confidence_mean,mean_confidence_sd,argmax_accuracy_mean,argmax_accuracy_sd,confidence_gap_mean,confidence_gap_sd
EXP-C1-three_class,circor_murmur,M7,10,5,3163,0.36333400082159706,0.03263812703464768,0.09333582030511482,0.050739451262135006,0.6984132030787101,0.08263704668535564,0.7736211930329755,0.03344813797508666,-0.07520798995426518,0.07468003297010413
EXP-C1-two_class,circor_murmur,M3,10,5,3007,0.25865052055117344,0.02089973279149164,0.03922010406302762,0.013540497427738617,0.8237386211353916,0.012065056084837975,0.8380517520632832,0.013526484776684639,-0.014313130927891571,0.023911229651392377
EXP-C1-two_class,circor_murmur,M4,10,5,3007,0.2989521458284667,0.021627463288879812,0.10057312009532096,0.03289235812017509,0.725293093729312,0.02736690403517921,0.8187644070513708,0.025315896378206557,-0.09347131332205857,0.04337673110961691
EXP-C1-two_class,circor_murmur,M5,10,5,3007,0.28416145561766776,0.03489220241513507,0.07106071180773918,0.021255060350379936,0.7984825052425688,0.09528104934500876,0.8170927745009701,0.024765355635261044,-0.018610269258401257,0.07606178224732822
EXP-C1-two_class,circor_murmur,M6,10,5,3007,0.2533897552468252,0.022071426762159035,0.053445917792127595,0.017778181715376963,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C1-two_class,circor_murmur,M7,10,5,3007,0.2533897552468252,0.022071426762159032,0.053445917792127595,0.017778181715376963,0.8048177766723035,0.021232194422399858,0.8420445437006983,0.019031624377705343,-0.03722676702839467,0.03747249402184776
EXP-C2,circor_outcome,M3,10,5,3163,0.4763845258355531,0.008866811110385675,0.04404432206222105,0.02646705912708032,0.5747167426158951,0.007403814161574313,0.6067050612914191,0.030655890619323594,-0.0319883186755241,0.03362075153429422
EXP-C2,circor_outcome,M4,10,5,3163,0.4699019156970885,0.012179568209055962,0.03203805028444642,0.017510071224425158,0.5849274860762204,0.009618701053936021,0.604175915371848,0.02306802900251333,-0.019248429295627534,0.027421755961344406
EXP-C2,circor_outcome,M5,10,5,3163,0.4698277704130119,0.017283687701464396,0.0392762777246215,0.012712265957968637,0.6019920617326793,0.006502097234529676,0.5988071669966205,0.028075442294323287,0.003184894736058741,0.034529305726025375
EXP-C2,circor_outcome,M6,10,5,3163,0.4712630571524139,0.009663577337953085,0.03919489107703374,0.02722717851123421,0.5744029796640409,0.007450102698732246,0.6085977963085167,0.0253738124821667,-0.0341948166444759,0.03256696371992898
EXP-C2,circor_outcome,M7,10,5,3163,0.4712630571524139,0.009663577337953085,0.03919489107703374,0.02722717851123421,0.5744029796640409,0.007450102698732199,0.6085977963085167,0.0253738124821667,-0.03419481664447586,0.032566963719928954
EXP-D1,circor_outcome,M1,10,1,3163,0.7143855929770173,,0.2993725978177996,,0.8298816082509327,,0.5305090104331331,,0.29937259781779957,
