outer_fold,inner_fold,role,row,record_uid
r0f0,0,train,863,D1_training-b_b0455
r0f0,0,train,865,D1_training-b_b0457
r0f0,0,train,869,D1_training-b_b0461
r0f0,0,train,871,D1_training-b_b0463
r0f0,0,train,872,D1_training-b_b0464
r0f0,0,train,875,D1_training-b_b0467
r0f0,0,train,879,D1_training-b_b0471
r0f0,0,train,880,D1_training-b_b0472
r0f0,0,train,881,D1_training-b_b0473
r0f0,0,train,883,D1_training-b_b0475
r0f0,0,train,885,D1_training-b_b0477
r0f0,0,train,887,D1_training-b_b0479
r0f0,0,train,888,D1_training-b_b0480
r0f0,0,train,890,D1_training-b_b0482
r0f0,0,train,892,D1_training-b_b0484
r0f0,0,train,894,D1_training-b_b0486
r0f0,0,train,895,D1_training-b_b0487
r0f0,0,train,896,D1_training-b_b0488
r0f0,0,train,897,D1_training-b_b0489
r0f0,0,train,901,D1_training-c_c0003
r0f0,0,train,902,D1_training-c_c0004
r0f0,0,train,904,D1_training-c_c0006
r0f0,0,train,906,D1_training-c_c0008
r0f0,0,train,907,D1_training-c_c0009
r0f0,0,train,908,D1_training-c_c0010
r0f0,0,train,909,D1_training-c_c0011
r0f0,0,train,911,D1_training-c_c0013
r0f0,0,train,915,D1_training-c_c0017
r0f0,0,train,916,D1_training-c_c0018
r0f0,0,train,918,D1_training-c_c0020
r0f0,0,train,919,D1_training-c_c0021
r0f0,0,train,920,D1_training-c_c0022
r0f0,0,train,924,D1_training-c_c0026
r0f0,0,train,925,D1_training-c_c0027
r0f0,0,train,926,D1_training-c_c0028
r0f0,0,train,927,D1_training-c_c0029
r0f0,0,train,928,D1_training-c_c0030
r0f0,0,train,931,D1_training-d_d0002
r0f0,0,train,933,D1_training-d_d0004
r0f0,0,train,934,D1_training-d_d0005
r0f0,0,train,935,D1_training-d_d0006
r0f0,0,train,938,D1_training-d_d0009
r0f0,0,train,940,D1_training-d_d0011
r0f0,0,train,942,D1_training-d_d0013
r0f0,0,train,943,D1_training-d_d0014
r0f0,0,train,945,D1_training-d_d0016
r0f0,0,train,950,D1_training-d_d0021
r0f0,0,train,954,D1_training-d_d0025
r0f0,0,train,955,D1_training-d_d0026
r0f0,0,train,956,D1_training-d_d0027
r0f0,0,train,957,D1_training-d_d0028
r0f0,0,train,959,D1_training-d_d0030
r0f0,0,train,962,D1_training-d_d0033
r0f0,0,train,968,D1_training-d_d0039
r0f0,0,train,969,D1_training-d_d0040
r0f0,0,train,970,D1_training-d_d0041
r0f0,0,train,971,D1_training-d_d0042
r0f0,0,train,974,D1_training-d_d0045
r0f0,0,train,978,D1_training-d_d0049
r0f0,0,train,979,D1_training-d_d0050
r0f0,0,train,980,D1_training-d_d0051
r0f0,0,train,982,D1_training-d_d0053
r0f0,0,train,983,D1_training-d_d0054
r0f0,0,train,984,D1_training-d_d0055
r0f0,0,train,990,D1_training-e_e00006
r0f0,0,train,992,D1_training-e_e00008
r0f0,0,train,993,D1_training-e_e00009
r0f0,0,train,994,D1_training-e_e00010
r0f0,0,train,997,D1_training-e_e00013
r0f0,0,train,998,D1_training-e_e00014
r0f0,0,train,999,D1_training-e_e00015
r0f0,0,train,1000,D1_training-e_e00016
r0f0,0,train,1001,D1_training-e_e00017
r0f0,0,train,1003,D1_training-e_e00019
r0f0,0,train,1004,D1_training-e_e00020
r0f0,0,train,1005,D1_training-e_e00021
r0f0,0,train,1014,D1_training-e_e00030
r0f0,0,train,1015,D1_training-e_e00031
r0f0,0,train,1018,D1_training-e_e00034
r0f0,0,train,1020,D1_training-e_e00036
r0f0,0,train,1021,D1_training-e_e00037
r0f0,0,train,1022,D1_training-e_e00038
r0f0,0,train,1023,D1_training-e_e00039
r0f0,0,train,1026,D1_training-e_e00042
r0f0,0,train,1027,D1_training-e_e00043
r0f0,0,train,1029,D1_training-e_e00045
r0f0,0,train,1030,D1_training-e_e00046
r0f0,0,train,1032,D1_training-e_e00048
r0f0,0,train,1037,D1_training-e_e00053
r0f0,0,train,1039,D1_training-e_e00055
r0f0,0,train,1040,D1_training-e_e00056
r0f0,0,train,1041,D1_training-e_e00057
r0f0,0,train,1042,D1_training-e_e00058
r0f0,0,train,1043,D1_training-e_e00059
r0f0,0,train,1047,D1_training-e_e00063
r0f0,0,train,1049,D1_training-e_e00065
r0f0,0,train,1052,D1_training-e_e00068
r0f0,0,train,1053,D1_training-e_e00069
r0f0,0,train,1055,D1_training-e_e00071
r0f0,0,train,1057,D1_training-e_e00073
r0f0,0,train,1059,D1_training-e_e00075
r0f0,0,train,1060,D1_training-e_e00076
r0f0,0,train,1061,D1_training-e_e00077
r0f0,0,train,1066,D1_training-e_e00082
r0f0,0,train,1067,D1_training-e_e00083
r0f0,0,train,1069,D1_training-e_e00085
r0f0,0,train,1070,D1_training-e_e00086
r0f0,0,train,1075,D1_training-e_e00091
r0f0,0,train,1076,D1_training-e_e00092
r0f0,0,train,1078,D1_training-e_e00094
r0f0,0,train,1079,D1_training-e_e00095
r0f0,0,train,1080,D1_training-e_e00096
r0f0,0,train,1082,D1_training-e_e00098
r0f0,0,train,1083,D1_training-e_e00099
r0f0,0,train,1084,D1_training-e_e00100
r0f0,0,train,1085,D1_training-e_e00101
r0f0,0,train,1087,D1_training-e_e00103
r0f0,0,train,1088,D1_training-e_e00104
r0f0,0,train,1089,D1_training-e_e00105
r0f0,0,train,1093,D1_training-e_e00109
r0f0,0,train,1094,D1_training-e_e00110
r0f0,0,train,1096,D1_training-e_e00112
r0f0,0,train,1097,D1_training-e_e00113
r0f0,0,train,1098,D1_training-e_e00114
r0f0,0,train,1099,D1_training-e_e00115
r0f0,0,train,1100,D1_training-e_e00116
r0f0,0,train,1102,D1_training-e_e00118
r0f0,0,train,1104,D1_training-e_e00120
r0f0,0,train,1106,D1_training-e_e00122
r0f0,0,train,1107,D1_training-e_e00123
r0f0,0,train,1109,D1_training-e_e00125
r0f0,0,train,1113,D1_training-e_e00129
r0f0,0,train,1114,D1_training-e_e00130
r0f0,0,train,1116,D1_training-e_e00132
r0f0,0,train,1117,D1_training-e_e00133
r0f0,0,train,1118,D1_training-e_e00134
r0f0,0,train,1120,D1_training-e_e00136
r0f0,0,train,1122,D1_training-e_e00138
r0f0,0,train,1125,D1_training-e_e00141
r0f0,0,train,1129,D1_training-e_e00145
r0f0,0,train,1130,D1_training-e_e00146
r0f0,0,train,1131,D1_training-e_e00147
r0f0,0,train,1132,D1_training-e_e00148
r0f0,0,train,1133,D1_training-e_e00149
r0f0,0,train,1135,D1_training-e_e00151
r0f0,0,train,1139,D1_training-e_e00155
r0f0,0,train,1141,D1_training-e_e00157
r0f0,0,train,1143,D1_training-e_e00159
r0f0,0,train,1145,D1_training-e_e00161
r0f0,0,train,1147,D1_training-e_e00163
r0f0,0,train,1148,D1_training-e_e00164
r0f0,0,train,1149,D1_training-e_e00165
r0f0,0,train,1150,D1_training-e_e00166
r0f0,0,train,1153,D1_training-e_e00169
r0f0,0,train,1154,D1_training-e_e00170
r0f0,0,train,1155,D1_training-e_e00171
r0f0,0,train,1156,D1_training-e_e00172
r0f0,0,train,1157,D1_training-e_e00173
r0f0,0,train,1158,D1_training-e_e00174
r0f0,0,train,1162,D1_training-e_e00178
r0f0,0,train,1165,D1_training-e_e00181
r0f0,0,train,1168,D1_training-e_e00184
r0f0,0,train,1170,D1_training-e_e00186
r0f0,0,train,1172,D1_training-e_e00188
r0f0,0,train,1173,D1_training-e_e00189
r0f0,0,train,1174,D1_training-e_e00190
r0f0,0,train,1175,D1_training-e_e00191
r0f0,0,train,1179,D1_training-e_e00195
r0f0,0,train,1181,D1_training-e_e00197
r0f0,0,train,1183,D1_training-e_e00199
r0f0,0,train,1184,D1_training-e_e00200
r0f0,0,train,1185,D1_training-e_e00201
r0f0,0,train,1186,D1_training-e_e00202
r0f0,0,train,1187,D1_training-e_e00203
r0f0,0,train,1188,D1_training-e_e00204
r0f0,0,train,1189,D1_training-e_e00205
r0f0,0,train,1190,D1_training-e_e00206
r0f0,0,train,1193,D1_training-e_e00209
r0f0,0,train,1194,D1_training-e_e00210
r0f0,0,train,1195,D1_training-e_e00211
r0f0,0,train,1199,D1_training-e_e00215
r0f0,0,train,1204,D1_training-e_e00220
r0f0,0,train,1205,D1_training-e_e00221
r0f0,0,train,1207,D1_training-e_e00223
r0f0,0,train,1208,D1_training-e_e00224
r0f0,0,train,1211,D1_training-e_e00227
