time_sec,raw_amplitude,filtered_amplitude
0.035,-0.33050537109375,-0.11364001780748367
0.0355,-0.310302734375,-0.0902460515499115
0.036,-0.289093017578125,-0.06521874666213989
0.0365,-0.2696533203125,-0.041180964559316635
0.037,-0.252655029296875,-0.02023792639374733
0.0375,-0.2371826171875,-0.003806452266871929
0.038,-0.230621337890625,0.007886219769716263
0.0385,-0.226470947265625,0.015814529731869698
0.039,-0.22357177734375,0.021145643666386604
0.0395,-0.22320556640625,0.024200674146413803
0.04,-0.224700927734375,0.024681013077497482
0.0405,-0.23046875,0.022744983434677124
0.041,-0.236785888671875,0.019339699298143387
0.0415,-0.24261474609375,0.015381045639514923
0.042,-0.24774169921875,0.011075343936681747
0.0425,-0.255584716796875,0.006291322410106659
0.043,-0.263641357421875,0.0012028480414301157
0.0435,-0.269256591796875,-0.00380619871430099
0.044,-0.275146484375,-0.008623550646007061
0.0445,-0.281829833984375,-0.013414629735052586
0.045,-0.288848876953125,-0.018245594576001167
0.0455,-0.293548583984375,-0.02295049838721752
0.046,-0.298553466796875,-0.027288638055324554
0.0465,-0.304595947265625,-0.031036028638482094
0.047,-0.306915283203125,-0.033940818160772324
0.0475,-0.309051513671875,-0.03569512069225311
0.048,-0.311004638671875,-0.036008771508932114
0.0485,-0.308746337890625,-0.0347878523170948
0.049,-0.30670166015625,-0.03229864314198494
0.0495,-0.304168701171875,-0.029113156720995903
0.05,-0.29937744140625,-0.025796841830015182
0.0505,-0.2965087890625,-0.0225735604763031
0.051,-0.29364013671875,-0.019273482263088226
0.0515,-0.287567138671875,-0.015619362704455853
0.052,-0.283905029296875,-0.011589988134801388
0.0525,-0.28009033203125,-0.007556758355349302
0.053,-0.273773193359375,-0.004046035464853048
0.0535,-0.269775390625,-0.001262523583136499
0.054,-0.268646240234375,0.0010900393826887012
0.0545,-0.26422119140625,0.0033698840998113155
0.055,-0.2593994140625,0.00563401822000742
0.0555,-0.25592041015625,0.008105131797492504
0.056,-0.249969482421875,0.011631770059466362
0.0565,-0.2484130859375,0.016784297302365303
0.057,-0.2366943359375,0.022487586364150047
0.0575,-0.226531982421875,0.026618318632245064
0.058,-0.23095703125,0.028355278074741364
0.0585,-0.22735595703125,0.029052292928099632
0.059,-0.219085693359375,0.03041069768369198
0.0595,-0.2177734375,0.0326375849545002
0.06,-0.21484375,0.034749969840049744
0.0605,-0.209136962890625,0.03589910268783569
0.061,-0.208709716796875,0.0359346941113472
0.0615,-0.2069091796875,0.035144999623298645
0.062,-0.204742431640625,0.03395415470004082
0.0625,-0.20489501953125,0.032845642417669296
0.063,-0.203033447265625,0.03225782513618469
0.0635,-0.19964599609375,0.03233424574136734
0.064,-0.197601318359375,0.032789070159196854
0.0645,-0.195037841796875,0.03310367837548256
0.065,-0.19158935546875,0.03288605436682701
0.0655,-0.190765380859375,0.032023731619119644
0.066,-0.1907958984375,0.030474158003926277
0.0665,-0.1890869140625,0.02804914489388466
0.067,-0.189544677734375,0.0247090645134449
0.0675,-0.192047119140625,0.02113911509513855
0.068,-0.191497802734375,0.01869819685816765
0.0685,-0.187744140625,0.018468020483851433
0.069,-0.18505859375,0.020275328308343887
0.0695,-0.178924560546875,0.02263302356004715
0.07,-0.1746826171875,0.023653453215956688
0.0705,-0.174652099609375,0.022211918607354164
0.071,-0.1751708984375,0.018550697714090347
0.0715,-0.175567626953125,0.014045218005776405
0.072,-0.1781005859375,0.01042113732546568
0.0725,-0.1761474609375,0.008871305733919144
0.073,-0.17193603515625,0.00951342098414898
0.0735,-0.16802978515625,0.011532234959304333
0.074,-0.161895751953125,0.01388892624527216
0.0745,-0.156951904296875,0.015979120507836342
0.075,-0.153167724609375,0.017714014276862144
0.0755,-0.14739990234375,0.019097216427326202
0.076,-0.143890380859375,0.01979070156812668
0.0765,-0.14288330078125,0.019040774554014206
0.077,-0.141143798828125,0.01600920967757702
0.0775,-0.1439208984375,0.01034350972622633
0.078,-0.149200439453125,0.0025790866930037737
0.0785,-0.154754638671875,-0.00608622282743454
0.079,-0.15869140625,-0.014549756422638893
0.0795,-0.1644287109375,-0.022413570433855057
0.08,-0.169036865234375,-0.02994578517973423
0.0805,-0.1712646484375,-0.03750452399253845
0.081,-0.17724609375,-0.04494398087263107
0.0815,-0.180328369140625,-0.05154215171933174
0.082,-0.18109130859375,-0.05650074779987335
0.0825,-0.1806640625,-0.05946967005729675
0.083,-0.179229736328125,-0.060657478868961334
0.0835,-0.175048828125,-0.06065571680665016
0.084,-0.1719970703125,-0.06019197031855583
0.0845,-0.16668701171875,-0.0597989447414875
0.085,-0.1634521484375,-0.05957699567079544
0.0855,-0.161895751953125,-0.05943455174565315
0.086,-0.155914306640625,-0.05960617959499359
0.0865,-0.154144287109375,-0.060603849589824677
0.087,-0.153045654296875,-0.06242900714278221
0.0875,-0.150390625,-0.06414444744586945
0.088,-0.14935302734375,-0.06468984484672546
0.0885,-0.1439208984375,-0.06414208561182022
0.089,-0.139251708984375,-0.06381015479564667
0.0895,-0.138763427734375,-0.06486852467060089
0.09,-0.136871337890625,-0.06699786335229874
0.0905,-0.134735107421875,-0.06845010071992874
0.091,-0.1307373046875,-0.0673748329281807
0.0915,-0.122894287109375,-0.0631888210773468
0.092,-0.1141357421875,-0.057008128613233566
0.0925,-0.104644775390625,-0.0509270541369915
0.093,-0.095977783203125,-0.0466732494533062
0.0935,-0.093048095703125,-0.04469823092222214
0.094,-0.089111328125,-0.04447096213698387
0.0945,-0.08685302734375,-0.04547157138586044
0.095,-0.086517333984375,-0.04752195253968239
0.0955,-0.0845947265625,-0.050001125782728195
0.096,-0.0850830078125,-0.05115878954529762
0.0965,-0.080078125,-0.048793211579322815
0.097,-0.069915771484375,-0.041676897555589676
0.0975,-0.054351806640625,-0.029898429289460182
0.098,-0.0357666015625,-0.013755833730101585
0.0985,-0.01556396484375,0.007090137805789709
0.099,0.013336181640625,0.033389315009117126
0.0995,0.05145263671875,0.0669698417186737
0.1,0.100189208984375,0.11366312950849533
0.1005,0.17242431640625,0.18476983904838562
0.101,0.284515380859375,0.290579229593277
0.1015,0.41009521484375,0.42581242322921753
0.102,0.544464111328125,0.5592009425163269
0.1025,0.646209716796875,0.6433842778205872
0.103,0.65057373046875,0.6447250247001648
0.1035,0.5623779296875,0.5673947930335999
0.104,0.4281005859375,0.44536933302879333
0.1045,0.309661865234375,0.30968761444091797
0.105,0.18487548828125,0.166828915476799
0.1055,0.009552001953125,0.008255726657807827
0.106,-0.17523193359375,-0.16693654656410217
0.1065,-0.3372802734375,-0.3429974913597107
0.107,-0.48272705078125,-0.4944613575935364
0.1075,-0.59002685546875,-0.5952534675598145
0.108,-0.61993408203125,-0.6246016025543213
0.1085,-0.565338134765625,-0.5737521052360535
0.109,-0.4449462890625,-0.4529697299003601
0.1095,-0.28173828125,-0.29212069511413574
0.11,-0.121063232421875,-0.1314200758934021
0.1105,0.00262451171875,-0.006563951261341572
0.111,0.076171875,0.06404925882816315
0.1115,0.097686767578125,0.08414207398891449
0.112,0.084991455078125,0.074634850025177
0.1125,0.07427978515625,0.06171319633722305
0.113,0.079620361328125,0.06431922316551208
0.1135,0.100921630859375,0.08752799034118652
0.114,0.139007568359375,0.12382107228040695
0.1145,0.1756591796875,0.15925875306129456
0.115,0.195098876953125,0.18002235889434814
0.1155,0.193084716796875,0.17666728794574738
0.116,0.1646728515625,0.146034836769104
0.1165,0.109619140625,0.09179453551769257
0.117,0.042236328125,0.02381664700806141
0.1175,-0.022979736328125,-0.04418431222438812
0.118,-0.078582763671875,-0.09875115007162094
0.1185,-0.111175537109375,-0.13120479881763458
0.119,-0.116668701171875,-0.140285462141037
0.1195,-0.106475830078125,-0.1312834620475769
0.12,-0.089324951171875,-0.11248035728931427
0.1205,-0.0665283203125,-0.09146948158740997
0.121,-0.044830322265625,-0.07298687100410461
0.1215,-0.029632568359375,-0.05826294794678688
0.122,-0.01763916015625,-0.04583518207073212
0.1225,-0.003326416015625,-0.03374110907316208
0.123,0.0113525390625,-0.021706299856305122
0.1235,0.022064208984375,-0.0114988312125206
0.124,0.030059814453125,-0.0054321582429111
0.1245,0.0311279296875,-0.004712181631475687
0.125,0.03033447265625,-0.008834820240736008
0.1255,0.024810791015625,-0.01582728512585163
0.126,0.01800537109375,-0.022739725187420845
0.1265,0.018524169921875,-0.026237081736326218
0.127,0.0230712890625,-0.023421548306941986
0.1275,0.033355712890625,-0.01295726653188467
0.128,0.053619384765625,0.0038861213251948357
0.1285,0.0758056640625,0.02326478809118271
0.129,0.094146728515625,0.04042946174740791
0.1295,0.107635498046875,0.05201294645667076
0.13,0.11541748046875,0.05719580501317978
0.1305,0.117218017578125,0.057176172733306885
0.131,0.116119384765625,0.053849317133426666
0.1315,0.114105224609375,0.04879910498857498
0.132,0.109375,0.04291537404060364
0.1325,0.104949951171875,0.03638206794857979
0.133,0.100616455078125,0.02892283909022808
0.1335,0.094207763671875,0.02036135084927082
0.134,0.08642578125,0.011158130131661892
0.1345,0.080047607421875,0.0023251741658896208
0.135,0.074798583984375,-0.0052507659420371056
0.1355,0.07086181640625,-0.011309931054711342
0.136,0.068328857421875,-0.016041085124015808
0.1365,0.066375732421875,-0.019572315737605095
0.137,0.06646728515625,-0.0217692032456398
0.1375,0.06768798828125,-0.022492216899991035
0.138,0.069732666015625,-0.02194366604089737
0.1385,0.073211669921875,-0.02071714960038662
0.139,0.0760498046875,-0.019525818526744843
0.1395,0.077850341796875,-0.018905293196439743
0.14,0.07916259765625,-0.019135551527142525
0.1405,0.080169677734375,-0.02030426263809204
0.141,0.07879638671875,-0.022327931597828865
0.1415,0.077117919921875,-0.02495564892888069
0.142,0.075897216796875,-0.02782381884753704
0.1425,0.07427978515625,-0.030447764322161674
0.143,0.072967529296875,-0.03211105614900589
0.1435,0.073883056640625,-0.03188490495085716
0.144,0.078216552734375,-0.02896278165280819
0.1445,0.0833740234375,-0.023183900862932205
0.145,0.091583251953125,-0.015407497994601727
0.1455,0.10009765625,-0.007343613542616367
0.146,0.10693359375,-0.0006992861162871122
0.1465,0.1109619140625,0.0038148791063576937
0.147,0.113006591796875,0.006687962915748358
0.1475,0.114715576171875,0.00882610771805048
0.148,0.116485595703125,0.010729086585342884
0.1485,0.11761474609375,0.012555231340229511
0.149,0.11785888671875,0.014772403053939342
0.1495,0.12060546875,0.018336253240704536
0.15,0.124969482421875,0.024031223729252815
0.1505,0.131378173828125,0.03167654946446419
0.151,0.13714599609375,0.04000586271286011
0.1515,0.143096923828125,0.047356367111206055
0.152,0.146728515625,0.05268002673983574
0.1525,0.1478271484375,0.056077759712934494
0.153,0.1463623046875,0.05827236548066139
0.1535,0.145050048828125,0.05946821719408035
0.154,0.1444091796875,0.05895538255572319
0.1545,0.136474609375,0.056022338569164276
0.155,0.127410888671875,0.050977673381567
0.1555,0.11993408203125,0.0449901707470417
0.156,0.1103515625,0.03918593004345894
0.1565,0.101715087890625,0.03423793613910675
0.157,0.09454345703125,0.030615132302045822
0.1575,0.088409423828125,0.02873612567782402
0.158,0.084930419921875,0.028687147423624992
0.1585,0.0823974609375,0.029879236593842506
0.159,0.07843017578125,0.03104279562830925
0.1595,0.074188232421875,0.030626855790615082
0.16,0.06707763671875,0.027516253292560577
0.1605,0.056793212890625,0.021773971617221832
0.161,0.045013427734375,0.014757262542843819
0.1615,0.033233642578125,0.008182195015251637
0.162,0.023712158203125,0.002784429118037224
0.1625,0.01446533203125,-0.002103980863466859
0.163,0.00390625,-0.007617017719894648
0.1635,-0.007965087890625,-0.01412555854767561
0.164,-0.019775390625,-0.021015306934714317
0.1645,-0.03057861328125,-0.027489610016345978
0.165,-0.041656494140625,-0.03334849700331688
0.1655,-0.052490234375,-0.038993120193481445
0.166,-0.063140869140625,-0.04482606053352356
0.1665,-0.07379150390625,-0.05065428465604782
0.167,-0.0836181640625,-0.05557207018136978
0.1675,-0.092132568359375,-0.05844632908701897
0.168,-0.096771240234375,-0.05864046514034271
0.1685,-0.098785400390625,-0.05632743984460831
0.169,-0.10003662109375,-0.052164334803819656
0.1695,-0.0994873046875,-0.046849705278873444
0.17,-0.0985107421875,-0.04109961539506912
0.1705,-0.097869873046875,-0.035799190402030945
0.171,-0.097686767578125,-0.03172209486365318
0.1715,-0.099456787109375,-0.028909826651215553
0.172,-0.102325439453125,-0.02657197415828705
0.1725,-0.10394287109375,-0.02390221133828163
0.173,-0.104156494140625,-0.020928125828504562
0.1735,-0.105499267578125,-0.01829821802675724
0.174,-0.108123779296875,-0.016298390924930573
0.1745,-0.11029052734375,-0.014441841281950474
0.175,-0.111541748046875,-0.01210891641676426
0.1755,-0.11102294921875,-0.009236656129360199
0.176,-0.11212158203125,-0.006147789303213358
0.1765,-0.112762451171875,-0.002950074151158333
0.177,-0.111419677734375,0.0005694619030691683
0.1775,-0.110626220703125,0.004500051960349083
0.178,-0.109771728515625,0.008489398285746574
0.1785,-0.10821533203125,0.011935303919017315
0.179,-0.10845947265625,0.01442658994346857
0.1795,-0.10986328125,0.01598314195871353
0.18,-0.10968017578125,0.01694202423095703
0.1805,-0.1114501953125,0.017660174518823624
0.181,-0.113037109375,0.018226653337478638
0.1815,-0.1142578125,0.018324125558137894
0.182,-0.1156005859375,0.017416981980204582
0.1825,-0.11968994140625,0.01520480215549469
0.183,-0.124847412109375,0.01188516803085804
0.1835,-0.128204345703125,0.007994274608790874
0.184,-0.1328125,0.004210467450320721
0.1845,-0.136566162109375,0.001405371935106814
0.185,-0.13702392578125,0.0005622055032290518
0.1855,-0.136199951171875,0.0022099793422967196
0.186,-0.13262939453125,0.005860553588718176
0.1865,-0.1260986328125,0.010285487398505211
0.187,-0.122467041015625,0.014562270604074001
0.1875,-0.11865234375,0.01872037537395954
0.188,-0.1123046875,0.023210939019918442
0.1885,-0.10626220703125,0.02796255238354206
0.189,-0.101226806640625,0.03224829211831093
0.1895,-0.0966796875,0.03535435348749161
0.19,-0.093780517578125,0.037030525505542755
0.1905,-0.092010498046875,0.03723164647817612
0.191,-0.091278076171875,0.03572077304124832
0.1915,-0.0927734375,0.032219480723142624
0.192,-0.096405029296875,0.02695654332637787
0.1925,-0.1002197265625,0.02087124064564705
0.193,-0.103179931640625,0.015109231695532799
0.1935,-0.106170654296875,0.010257774963974953
0.194,-0.107879638671875,0.006079851649701595
0.1945,-0.10784912109375,0.002052499447017908
0.195,-0.109588623046875,-0.0018425352172926068
0.1955,-0.111602783203125,-0.005025781691074371
0.196,-0.108428955078125,-0.007085309363901615
0.1965,-0.1068115234375,-0.008426394313573837
0.197,-0.106689453125,-0.010014734230935574
0.1975,-0.104644775390625,-0.01263164822012186
0.198,-0.105865478515625,-0.016486672684550285
0.1985,-0.107513427734375,-0.021369069814682007
0.199,-0.10906982421875,-0.026940498501062393
0.1995,-0.11187744140625,-0.03283308073878288
0.2,-0.11419677734375,-0.038580287247896194
0.2005,-0.115325927734375,-0.04362312704324722
0.201,-0.11614990234375,-0.04750268533825874
0.2015,-0.115203857421875,-0.05004515126347542
0.202,-0.11212158203125,-0.05125356838107109
0.2025,-0.10882568359375,-0.05095372349023819
0.203,-0.10284423828125,-0.0486920066177845
0.2035,-0.09539794921875,-0.044261202216148376
0.204,-0.0855712890625,-0.03841425105929375
0.2045,-0.076934814453125,-0.03274725377559662
0.205,-0.069183349609375,-0.02833966352045536
0.2055,-0.0595703125,-0.024295665323734283
0.206,-0.0521240234375,-0.01830071397125721
0.2065,-0.043365478515625,-0.009779559448361397
0.207,-0.031036376953125,-0.002531949197873473
0.2075,-0.0244140625,-0.0024243283551186323
0.208,-0.029571533203125,-0.010891960933804512
0.2085,-0.043060302734375,-0.021751223132014275
0.209,-0.04718017578125,-0.02674555964767933
0.2095,-0.03680419921875,-0.02438679151237011
0.21,-0.028564453125,-0.02119245007634163
0.2105,-0.031707763671875,-0.02328622341156006
0.211,-0.03759765625,-0.028472576290369034
0.2115,-0.03363037109375,-0.02816074527800083
0.212,-0.018218994140625,-0.01652080938220024
0.2125,0.0025634765625,0.0032794042490422726
0.213,0.022705078125,0.02136368118226528
0.2135,0.030975341796875,0.028577212244272232
0.214,0.02484130859375,0.022158827632665634
0.2145,0.0106201171875,0.006108607165515423
0.215,-0.006134033203125,-0.01225549541413784
0.2155,-0.0196533203125,-0.026053011417388916
0.216,-0.023712158203125,-0.03085407428443432
0.2165,-0.017486572265625,-0.025071997195482254
0.217,-0.00164794921875,-0.009650551714003086
0.2175,0.02044677734375,0.012442642822861671
0.218,0.04473876953125,0.03694479167461395
0.2185,0.067779541015625,0.05940697342157364
0.219,0.083709716796875,0.0765281468629837
0.2195,0.094482421875,0.08711504936218262
0.22,0.098663330078125,0.09203223884105682
0.2205,0.0980224609375,0.09312331676483154
0.221,0.096710205078125,0.09193254262208939
0.2215,0.093414306640625,0.08926010131835938
0.222,0.08807373046875,0.08568450808525085
0.2225,0.082794189453125,0.0820825845003128
0.223,0.078704833984375,0.07932031154632568
0.2235,0.075653076171875,0.07751628756523132
0.224,0.0723876953125,0.07587216794490814
0.2245,0.067657470703125,0.07329573482275009
0.225,0.06170654296875,0.06910745054483414
0.2255,0.05364990234375,0.06319903582334518
0.226,0.044525146484375,0.055753808468580246
0.2265,0.033477783203125,0.04701941832900047
0.227,0.021514892578125,0.03736208379268646
0.2275,0.009735107421875,0.02743196301162243
0.228,-0.00201416015625,0.018151694908738136
0.2285,-0.012176513671875,0.010397421196103096
0.229,-0.020172119140625,0.004528456833213568
0.2295,-0.02667236328125,0.00014019457739777863
0.23,-0.033447265625,-0.0036762128584086895
0.2305,-0.038665771484375,-0.007683629170060158
0.231,-0.0457763671875,-0.011965294368565083
0.2315,-0.052398681640625,-0.01601213961839676
0.232,-0.0574951171875,-0.01938079111278057
0.2325,-0.0623779296875,-0.022219574078917503
0.233,-0.06732177734375,-0.02504575625061989
0.2335,-0.0718994140625,-0.02803494781255722
0.234,-0.076995849609375,-0.030703255906701088
0.2345,-0.0806884765625,-0.032399874180555344
0.235,-0.082275390625,-0.03300640359520912
0.2355,-0.083465576171875,-0.032973453402519226
0.236,-0.085205078125,-0.03272945061326027
0.2365,-0.08660888671875,-0.03232617303729057
0.237,-0.08642578125,-0.03173033520579338
0.2375,-0.086578369140625,-0.031200997531414032
0.238,-0.087554931640625,-0.031242800876498222
0.2385,-0.0904541015625,-0.03241170197725296
0.239,-0.093292236328125,-0.03527556359767914
0.2395,-0.097503662109375,-0.04018332436680794
0.24,-0.1044921875,-0.04668670520186424
0.2405,-0.1124267578125,-0.05340441316366196
0.241,-0.117401123046875,-0.058937396854162216
0.2415,-0.119964599609375,-0.06294964253902435
0.242,-0.122589111328125,-0.06607362627983093
0.2425,-0.125274658203125,-0.06885140389204025
0.243,-0.126953125,-0.07117938995361328
0.2435,-0.126953125,-0.07279016822576523
0.244,-0.126312255859375,-0.07371006160974503
0.2445,-0.124542236328125,-0.07382684201002121
0.245,-0.12164306640625,-0.07234101742506027
0.2455,-0.116607666015625,-0.06840773671865463
0.246,-0.109161376953125,-0.06259240210056305
0.2465,-0.10015869140625,-0.05700329318642616
0.247,-0.09149169921875,-0.05312414467334747
0.2475,-0.08807373046875,-0.04982684552669525
0.248,-0.08319091796875,-0.04486582800745964
0.2485,-0.072723388671875,-0.03860774636268616
0.249,-0.061737060546875,-0.03437667712569237
0.2495,-0.055694580078125,-0.033280644565820694
0.25,-0.05584716796875,-0.02971874549984932
0.2505,-0.038330078125,-0.014775442890822887
0.251,0.001495361328125,0.01486015785485506
0.2515,0.041290283203125,0.05230044946074486
0.252,0.0748291015625,0.08509457856416702
0.2525,0.099609375,0.10381578654050827
0.253,0.105438232421875,0.10664889961481094
0.2535,0.09918212890625,0.09764687716960907
0.254,0.08978271484375,0.08213271200656891
0.2545,0.07525634765625,0.06366176903247833
0.255,0.0584716796875,0.04400510713458061
0.2555,0.043670654296875,0.0245212372392416
0.256,0.030029296875,0.006847253069281578
0.2565,0.019775390625,-0.007523562293499708
0.257,0.013458251953125,-0.017927978187799454
0.2575,0.010711669921875,-0.024690572172403336
0.258,0.011138916015625,-0.028647486120462418
0.2585,0.012725830078125,-0.030465275049209595
0.259,0.01708984375,-0.03026636131107807
0.2595,0.02386474609375,-0.027762319892644882
0.26,0.032012939453125,-0.022723451256752014
0.2605,0.04302978515625,-0.015408294275403023
0.261,0.05584716796875,-0.006569504737854004
0.2615,0.069488525390625,0.002996476599946618
0.262,0.081634521484375,0.012785396538674831
0.2625,0.094085693359375,0.022283678874373436
0.263,0.10498046875,0.03058612532913685
0.2635,0.117828369140625,0.03699403256177902
0.264,0.124267578125,0.04212246462702751
0.2645,0.127410888671875,0.047557905316352844
0.265,0.141265869140625,0.05380979925394058
0.2655,0.150848388671875,0.059172067791223526
0.266,0.149749755859375,0.06119680404663086
0.2665,0.1512451171875,0.058894600719213486
0.267,0.14910888671875,0.05319483205676079
0.2675,0.141082763671875,0.04586249217391014
0.268,0.13629150390625,0.03843962401151657
0.2685,0.131011962890625,0.03184553235769272
0.269,0.125274658203125,0.026404455304145813
0.2695,0.123016357421875,0.02209758758544922
0.27,0.120849609375,0.018926413729786873
0.2705,0.11773681640625,0.01707911118865013
0.271,0.118316650390625,0.016637714579701424
0.2715,0.119537353515625,0.017136482521891594
0.272,0.118896484375,0.017593810334801674
0.2725,0.118011474609375,0.017096910625696182
0.273,0.116424560546875,0.015398596413433552
0.2735,0.11273193359375,0.013039641082286835
0.274,0.109588623046875,0.010918468236923218
0.2745,0.107421875,0.009599365293979645
0.275,0.105010986328125,0.008895126171410084
0.2755,0.1031494140625,0.008116117678582668
0.276,0.100189208984375,0.006771087646484375
0.2765,0.0960693359375,0.00500220013782382
0.277,0.092376708984375,0.003282664343714714
0.2775,0.08892822265625,0.0017430257285013795
0.278,0.08489990234375,-4.879595144302584e-05
0.2785,0.07989501953125,-0.0025701243430376053
0.279,0.07403564453125,-0.005701511632651091
0.2795,0.0682373046875,-0.00871174968779087
0.28,0.063140869140625,-0.01087284553796053
0.2805,0.0595703125,-0.012015781365334988
0.281,0.055877685546875,-0.012499663978815079
0.2815,0.052032470703125,-0.012785098515450954
0.282,0.0487060546875,-0.013136090710759163
0.2825,0.045135498046875,-0.013630114495754242
0.283,0.040863037109375,-0.014277626760303974
0.2835,0.03656005859375,-0.015097514726221561
0.284,0.03216552734375,-0.016154691576957703
0.2845,0.027191162109375,-0.01754394918680191
0.285,0.021820068359375,-0.019279194995760918
0.2855,0.0164794921875,-0.021164363250136375
0.286,0.0113525390625,-0.02281501330435276
0.2865,0.005889892578125,-0.023879697546362877
0.287,0.00250244140625,-0.024236483499407768
0.2875,-0.000213623046875,-0.023888159543275833
0.288,-0.003448486328125,-0.022699031978845596
0.2885,-0.005126953125,-0.020452873781323433
0.289,-0.004913330078125,-0.01726646162569523
0.2895,-0.004486083984375,-0.013753254897892475
0.29,-0.00543212890625,-0.010630834847688675
0.2905,-0.0069580078125,-0.008289042860269547
0.291,-0.008392333984375,-0.006813027895987034
0.2915,-0.010772705078125,-0.006196114234626293
0.292,-0.0145263671875,-0.006315421778708696
0.2925,-0.018463134765625,-0.006834771484136581
0.293,-0.021942138671875,-0.007407667580991983
0.2935,-0.02557373046875,-0.008036524057388306
0.294,-0.029754638671875,-0.009092815220355988
0.2945,-0.034149169921875,-0.01086154393851757
0.295,-0.03924560546875,-0.013056263327598572
0.2955,-0.0438232421875,-0.014874713495373726
0.296,-0.04742431640625,-0.015668507665395737
0.2965,-0.049896240234375,-0.01560936775058508
0.297,-0.051544189453125,-0.015591892413794994
0.2975,-0.055084228515625,-0.01635269820690155
0.298,-0.059173583984375,-0.017680661752820015
0.2985,-0.06121826171875,-0.018546827137470245
0.299,-0.063323974609375,-0.018019437789916992
0.2995,-0.0634765625,-0.016064858064055443
0.3,-0.0618896484375,-0.013491611927747726
0.3005,-0.06146240234375,-0.011129336431622505
0.301,-0.061492919921875,-0.009108585305511951
0.3015,-0.06097412109375,-0.007011034991592169
0.302,-0.059783935546875,-0.0046422649174928665
0.3025,-0.0584716796875,-0.0024374276399612427
0.303,-0.0587158203125,-0.0010384906781837344
0.3035,-0.059783935546875,-0.0006384573644027114
0.304,-0.06072998046875,-0.0008620717562735081
0.3045,-0.061859130859375,-0.0011984194861724973
0.305,-0.0635986328125,-0.0014296398730948567
0.3055,-0.064361572265625,-0.0016401002649217844
0.306,-0.06488037109375,-0.0018468508496880531
0.3065,-0.066009521484375,-0.0016598055372014642
0.307,-0.0655517578125,-0.0004168318409938365
0.3075,-0.06317138671875,0.002225238597020507
0.308,-0.05999755859375,0.005814612377434969
